,Month,Number of new cases
280,Mar 29,2502
281,Mar 28,2556
282,Mar 27,2890
283,Mar 26,2129
284,Mar 25,1452
285,Mar 24,1427
286,Mar 23,967
287,Mar 22,665
288,Mar 21,1035
289,Mar 20,714
290,Mar 19,643
291,Mar 18,676
292,Mar 17,407
293,Mar 16,152
294,Mar 15,330
295,Mar 14,264
296,Mar 13,207
297,Mar 12,134
298,Mar 11,83
299,Mar 10,48
300,Mar 9,67
301,Mar 8,43
302,Mar 7,48
303,Mar 6,30
304,Mar 5,34
305,Mar 4,11
306,Mar 3,4
307,Mar 2,13
308,Mar 1,5
309,Feb 29,2
310,Feb 28,3
311,Feb 27,-
312,Feb 26,-
313,Feb 25,-
314,Feb 24,4
315,Feb 23,-
316,Feb 22,-
317,Feb 21,-
318,Feb 20,-
319,Feb 19,-
320,Feb 18,-
321,Feb 17,-
322,Feb 16,-
323,Feb 15,-
324,Feb 14,-
325,Feb 13,1
326,Feb 12,-
327,Feb 11,4
328,Feb 10,-
329,Feb 9,1
330,Feb 8,-
331,Feb 7,1
332,Feb 6,-
333,Feb 5,-
334,Feb 4,-
335,Feb 3,-
336,Feb 1,-
337,Jan 31,2
