,Month,Number of cases
69,"Oct 29, 2020",7
70,"Oct 28, 2020",7
71,"Oct 27, 2020",7
72,"Oct 26, 2020",3
73,"Oct 25, 2020",5
74,"Oct 24, 2020",14
75,"Oct 23, 2020",10
76,"Oct 22, 2020",8
77,"Oct 21, 2020",12
78,"Oct 20, 2020",6
79,"Oct 19, 2020",4
80,"Oct 18, 2020",7
81,"Oct 17, 2020",3
82,"Oct 16, 2020",9
83,"Oct 15, 2020",3
84,"Oct 14, 2020",5
85,"Oct 13, 2020",4
86,"Oct 12, 2020",4
87,"Oct 11, 2020",10
88,"Oct 10, 2020",7
89,"Oct 9, 2020",10
90,"Oct 8, 2020",9
91,"Oct 7, 2020",10
92,"Oct 6, 2020",11
93,"Oct 5, 2020",7
94,"Oct 4, 2020",12
95,"Oct 3, 2020",6
96,"Oct 2, 2020",10
97,"Oct 1, 2020",19
98,"Sep 30, 2020",23
99,"Sep 29, 2020",27
100,"Sep 28, 2020",15
101,"Sep 27, 2020",15
102,"Sep 26, 2020",20
103,"Sep 25, 2020",11
104,"Sep 24, 2020",15
105,"Sep 23, 2020",12
106,"Sep 22, 2020",21
107,"Sep 21, 2020",31
108,"Sep 20, 2020",18
109,"Sep 19, 2020",15
110,"Sep 18, 2020",11
111,"Sep 17, 2020",18
112,"Sep 16, 2020",27
113,"Sep 15, 2020",34
114,"Sep 14, 2020",48
115,"Sep 13, 2020",4
116,"Sep 12, 2020",4
117,"Sep 11, 2020",10
118,"Sep 10, 2020",7
119,"Sep 9, 2020",10
120,"Sep 8, 2020",9
121,"Sep 7, 2020",10
122,"Sep 6, 2020",11
123,"Sep 5, 2020",7
124,"Sep 4, 2020",12
125,"Sep 3, 2020",6
126,"Sep 2, 2020",10
127,"Sep 1, 2020",19
128,"Aug 31, 2020",23
129,"Aug 30, 2020",27
130,"Aug 29, 2020",15
131,"Aug 28, 2020",15
132,"Aug 27, 2020",20
133,"Aug 26, 2020",11
134,"Aug 25, 2020",15
135,"Aug 24, 2020",12
136,"Aug 23, 2020",21
137,"Aug 22, 2020",31
138,"Aug 21, 2020",18
139,"Aug 20, 2020",15
140,"Aug 19, 2020",11
141,"Aug 18, 2020",18
142,"Aug 17, 2020",27
143,"Aug 16, 2020",34
144,"Aug 15, 2020",48
145,"Aug 14, 2020",49
146,"Aug 13, 2020",42
147,"Aug 12, 2020",86
148,"Aug 11, 2020",63
149,"Aug 10, 2020",75
150,"Aug 9, 2020",47
151,"Aug 8, 2020",22
152,"Aug 7, 2020",40
153,"Aug 6, 2020",34
154,"Aug 5, 2020",40
155,"Aug 4, 2020",48
156,"Aug 3, 2020",49
157,"Aug 2, 2020",40
158,"Aug 1, 2020",41
159,"Jul 31, 2020",54
160,"Jul 30, 2020",51
161,"Jul 29, 2020",94
162,"Jul 28, 2020",77
163,"Jul 27, 2020",60
164,"Jul 26, 2020",31
165,"Jul 25, 2020",51
166,"Jul 24, 2020",87
167,"Jul 23, 2020",50
168,"Jul 22, 2020",117
169,"Jul 21, 2020",68
170,"Jul 20, 2020",93
171,"Jul 19, 2020",100
172,"Jul 18, 2020",91
173,"Jul 17, 2020",86
174,"Jul 16, 2020",81
175,"Jul 15, 2020",83
176,"Jul 14, 2020",102
177,"Jul 13, 2020",42
178,"Jul 12, 2020",61
179,"Jul 11, 2020",188
180,"Jul 10, 2020",175
181,"Jul 9, 2020",132
182,"Jul 8, 2020",242
183,"Jul 7, 2020",301
184,"Jul 6, 2020",908
185,"Jul 5, 2020",295
186,"Jul 4, 2020",226
187,"Jul 3, 2020",313
188,"Jul 2, 2020",307
189,"Jul 1, 2020",396
190,"Jun 30, 2020",278
191,"Jun 29, 2020",334
192,"Jun 28, 2020",359
193,"Jun 27, 2020",469
194,"Jun 26, 2020",481
195,"Jun 25, 2020",513
196,"Jun 24, 2020",277
197,"Jun 23, 2020",354
198,"Jun 22, 2020",310
199,"Jun 21, 2020",399
200,"Jun 20, 2020",123
201,"Jun 19, 2020",257
202,"Jun 18, 2020",202
203,"Jun 17, 2020",247
204,"Jun 16, 2020",151
205,"Jun 15, 2020",214
206,"Jun 14, 2020",407
207,"Jun 13, 2020",347
208,"Jun 12, 2020",463
209,"Jun 11, 2020",422
210,"Jun 10, 2020",451
211,"Jun 9, 2020",218
212,"Jun 8, 2020",389
213,"Jun 7, 2020",383
214,"Jun 6, 2020",344
215,"Jun 5, 2020",261
216,"Jun 4, 2020",517
217,"Jun 3, 2020",569
218,"Jun 2, 2020",544
219,"Jun 1, 2020",408
220,"May 31, 2020",518
221,"May 30, 2020",506
222,"May 29, 2020",611
223,"May 28, 2020",373
224,"May 27, 2020",533
225,"May 26, 2020",383
226,"May 25, 2020",344
227,"May 24, 2020",548
228,"May 23, 2020",642
229,"May 22, 2020",614
230,"May 21, 2020",448
231,"May 20, 2020",570
232,"May 19, 2020",451
233,"May 18, 2020",305
234,"May 17, 2020",682
235,"May 16, 2020",465
236,"May 15, 2020",793
237,"May 14, 2020",752
238,"May 13, 2020",675
239,"May 12, 2020",884
240,"May 11, 2020",486
241,"May 10, 2020",876
242,"May 9, 2020",753
243,"May 8, 2020",768
244,"May 7, 2020",741
245,"May 6, 2020",788
246,"May 5, 2020",632
247,"May 4, 2020",573
248,"May 3, 2020",657
249,"May 2, 2020",447
250,"May 1, 2020",932
251,"Apr 30, 2020",528
252,"Apr 29, 2020",690
253,"Apr 28, 2020",528
254,"Apr 27, 2020",799
255,"Apr 26, 2020",931
256,"Apr 25, 2020",618
257,"Apr 24, 2020",897
258,"Apr 23, 2020",1037
259,"Apr 22, 2020",1016
260,"Apr 21, 2020",1111
261,"Apr 20, 2020",1426
262,"Apr 19, 2020",596
263,"Apr 18, 2020",942
264,"Apr 17, 2020",623
265,"Apr 16, 2020",728
266,"Apr 15, 2020",447
267,"Apr 14, 2020",334
268,"Apr 13, 2020",386
269,"Apr 12, 2020",233
270,"Apr 11, 2020",191
271,"Apr 10, 2020",198
272,"Apr 9, 2020",297
273,"Apr 8, 2020",142
274,"Apr 7, 2020",106
275,"Apr 6, 2020",66
276,"Apr 5, 2020",120
277,"Apr 4, 2020",75
278,"Apr 3, 2020",65
279,"Apr 2, 2020",49
280,"Apr 1, 2020",74
281,"Mar 31, 2020",47
282,"Mar 30, 2020",35
283,"Mar 29, 2020",42
284,"Mar 28, 2020",70
285,"Mar 27, 2020",49
286,"Mar 26, 2020",52
287,"Mar 25, 2020",73
288,"Mar 24, 2020",49
289,"Mar 23, 2020",54
290,"Mar 22, 2020",23
291,"Mar 21, 2020",47
292,"Mar 20, 2020",40
293,"Mar 19, 2020",32
294,"Mar 18, 2020",47
295,"Mar 17, 2020",23
296,"Mar 16, 2020",17
297,"Mar 15, 2020",14
298,"Mar 14, 2020",12
299,"Mar 13, 2020",13
300,"Mar 12, 2020",9
301,"Mar 11, 2020",12
302,"Mar 10, 2020",6
303,"Mar 9, 2020",10
304,"Mar 8, 2020",12
305,"Mar 7, 2020",8
306,"Mar 6, 2020",13
307,"Mar 5, 2020",5
308,"Mar 4, 2020",2
309,"Mar 3, 2020",3
310,"Mar 2, 2020",2
311,"Mar 1, 2020",4
312,"Feb 29, 2020",4
313,"Feb 28, 2020",2
314,"Feb 27, 2020",3
315,"Feb 26, 2020",2
316,"Feb 25, 2020",1
317,"Feb 24, 2020",1
318,"Feb 23, 2020",0
319,"Feb 22, 2020",3
320,"Feb 21, 2020",1
321,"Feb 20, 2020",1
322,"Feb 19, 2020",3
323,"Feb 18, 2020",4
324,"Feb 17, 2020",2
325,"Feb 16, 2020",3
326,"Feb 15, 2020",5
327,"Feb 14, 2020",9
328,"Feb 13, 2020",8
329,"Feb 12, 2020",3
330,"Feb 11, 2020",2
331,"Feb 10, 2020",2
332,"Feb 9, 2020",3
333,"Feb 8, 2020",7
334,"Feb 7, 2020",3
335,"Feb 6, 2020",2
336,"Feb 5, 2020",4
337,"Feb 4, 2020",6
338,"Feb 3, 2020",0
339,"Feb 2, 2020",0
340,"Feb 1, 2020",2
341,"Jan 31, 2020",3
342,"Jan 30, 2020",3
343,"Jan 29, 2020",3
344,"Jan 28, 2020",2
345,"Jan 27, 2020",1
346,"Jan 26, 2020",0
347,"Jan 25, 2020",1
348,"Jan 24, 2020",2
349,"Jan 23, 2020",1
