,Month,Number of cases
98,"Sep 27, 2020",126
99,"Sep 26, 2020",136
100,"Sep 25, 2020",213
101,"Sep 24, 2020",125
102,"Sep 23, 2020",111
103,"Sep 22, 2020",176
104,"Sep 21, 2020",195
105,"Sep 20, 2020",97
106,"Sep 19, 2020",189
107,"Sep 18, 2020",221
108,"Sep 17, 2020",131
109,"Sep 16, 2020",126
110,"Sep 15, 2020",90
111,"Sep 14, 2020",132
112,"Sep 13, 2020",79
113,"Sep 12, 2020",160
114,"Sep 11, 2020",188
115,"Sep 10, 2020",197
116,"Sep 9, 2020",176
117,"Sep 8, 2020",296
118,"Sep 7, 2020",155
119,"Sep 6, 2020",100
120,"Sep 5, 2020",162
121,"Sep 4, 2020",155
122,"Sep 3, 2020",125
123,"Sep 2, 2020",216
124,"Sep 1, 2020",239
125,"Aug 31, 2020",143
126,"Aug 30, 2020",138
127,"Aug 29, 2020",250
128,"Aug 28, 2020",160
129,"Aug 27, 2020",296
130,"Aug 26, 2020",221
131,"Aug 25, 2020",252
132,"Aug 24, 2020",321
133,"Aug 23, 2020",322
134,"Aug 22, 2020",601
135,"Aug 21, 2020",340
136,"Aug 20, 2020",476
137,"Aug 19, 2020",593
138,"Aug 18, 2020",410
139,"Aug 17, 2020",417
140,"Aug 16, 2020",298
141,"Aug 15, 2020",325
142,"Aug 14, 2020",329
143,"Aug 13, 2020",373
144,"Aug 12, 2020",453
145,"Aug 11, 2020",423
146,"Aug 10, 2020",290
147,"Aug 9, 2020",437
148,"Aug 8, 2020",453
149,"Aug 7, 2020",443
150,"Aug 6, 2020",354
151,"Aug 5, 2020",457
152,"Aug 4, 2020",304
153,"Aug 3, 2020",288
154,"Aug 2, 2020",304
155,"Aug 1, 2020",386
156,"Jul 31, 2020",462
157,"Jul 30, 2020",481
158,"Jul 29, 2020",404
159,"Jul 28, 2020",624
160,"Jul 27, 2020",648
161,"Jul 26, 2020",555
162,"Jul 25, 2020",438
163,"Jul 24, 2020",591
164,"Jul 23, 2020",604
165,"Jul 22, 2020",543
166,"Jul 21, 2020",576
167,"Jul 20, 2020",562
168,"Jul 19, 2020",556
169,"Jul 18, 2020",653
170,"Jul 17, 2020",600
171,"Jul 16, 2020",595
172,"Jul 15, 2020",643
173,"Jul 14, 2020",463
174,"Jul 13, 2020",595
175,"Jul 12, 2020",571
176,"Jul 11, 2020",664
177,"Jul 10, 2020",575
178,"Jul 09, 2020",499
179,"Jul 08, 2020",460
180,"Jul 07, 2020",503
181,"Jul 06, 2020",575
182,"Jul 05, 2020",544
183,"Jul 04, 2020",603
184,"Jul 03, 2020",454
185,"Jul 02, 2020",626
186,"Jul 01, 2020",790
187,"Jun 30, 2020",561
188,"Jun 29, 2020",566
189,"Jun 28, 2020",490
190,"Jun 27, 2020",779
191,"Jun 26, 2020",684
192,"Jun 25, 2020",594
193,"Jun 24, 2020",649
194,"Jun 23, 2020",452
195,"Jun 22, 2020",675
196,"Jun 21, 2020",436
197,"Jun 20, 2020",661
198,"Jun 19, 2020",667
199,"Jun 18, 2020",745
200,"Jun 17, 2020",587
201,"Jun 16, 2020",490
202,"Jun 15, 2020",573
203,"Jun 14, 2020",403
204,"Jun 13, 2020",501
205,"Jun 12, 2020",627
206,"Jun 11, 2020",681
207,"Jun 10, 2020",409
208,"Jun 09, 2020",663
209,"Jun 08, 2020",315
210,"Jun 07, 2020",253
211,"Jun 06, 2020",389
212,"Jun 05, 2020",328
213,"Jun 04, 2020",350
214,"Jun 03, 2020",347
215,"Jun 02, 2020",241
216,"Jun 01, 2020",416
217,"May 31, 2020",307
218,"May 30, 2020",553
219,"May 29, 2020",387
220,"May 28, 2020",182
221,"May 27, 2020",389
222,"May 26, 2020",276
223,"May 25, 2020",229
224,"May 24, 2020",313
225,"May 23, 2020",265
226,"May 22, 2020",245
227,"May 21, 2020",339
228,"May 20, 2020",276
229,"May 19, 2020",226
230,"May 18, 2020",216
231,"May 17, 2020",338
232,"May 16, 2020",171
233,"May 15, 2020",288
234,"May 14, 2020",191
235,"May 13, 2020",184
236,"May 12, 2020",146
237,"May 11, 2020",242
238,"May 10, 2020",248
239,"May 09, 2020",239
240,"May 08, 2020",386
241,"May 07, 2020",381
242,"May 06, 2020",195
243,"May 05, 2020",148
244,"May 04, 2020",244
245,"May 03, 2020",170
246,"May 02, 2020",218
247,"May 01, 2020",238
248,"Apr 30, 2020",204
249,"Apr 29, 2020",196
250,"Apr 28, 2020",195
251,"Apr 27, 2020",64
252,"Apr 26, 2020",91
253,"Apr 25, 2020",87
254,"Apr 24, 2020",114
255,"Apr 23, 2020",108
256,"Apr 22, 2020",208
257,"Apr 21, 2020",0
258,"Apr 20, 2020",38
259,"Apr 19, 2020",85
260,"Apr 18, 2020",49
261,"Apr 17, 2020",51
262,"Apr 16, 2020",35
263,"Apr 15, 2020",34
264,"Apr 14, 2020",30
265,"Apr 13, 2020",20
266,"Apr 12, 2020",5
267,"Apr 11, 2020",13
268,"Apr 10, 2020",17
269,"Apr 09, 2020",12
270,"Apr 08, 2020",22
271,"Apr 07, 2020",16
272,"Apr 06, 2020",6
273,"Apr 05, 2020",18
274,"Apr 04, 2020",4
275,"Apr 03, 2020",26
276,"Apr 02, 2020",10
277,"Apr 01, 2020",39
278,"Mar 31, 2020",4
279,"Mar 30, 2020",20
280,"Mar 29, 2020",22
281,"Mar 28, 2020",19
282,"Mar 27, 2020",5
283,"Mar 26, 2020",14
284,"Mar 25, 2020",7
285,"Mar 24, 2020",4
286,"Mar 23, 2020",10
287,"Mar 22, 2020",8
288,"Mar 21, 2020",10
289,"Mar 20, 2020",4
290,"Mar 19, 2020",0
291,"Mar 18, 2020",5
292,"Mar 17, 2020",1
293,"Mar 16, 2020",0
294,"Mar 15, 2020",0
295,"Mar 14, 2020",0
296,"Mar 13, 2020",0
297,"Mar 12, 2020",0
298,"Mar 11, 2020",0
299,"Mar 10, 2020",0
300,"Mar 09, 2020",1
301,"Mar 08, 2020",0
302,"Mar 07, 2020",0
303,"Mar 06, 2020",0
304,"Mar 05, 2020",0
305,"Mar 04, 2020",0
306,"Mar 03, 2020",0
307,"Mar 02, 2020",0
308,"Mar 01, 2020",0
309,"Feb 29, 2020",0
310,"Feb 28, 2020",1
