,Month,Number of new cases
243,"May 10, 2020",50
244,"May 9, 2020",35
245,"May 8, 2020",28
246,"May 7, 2020",39
247,"May 6, 2020",46
248,"May 5, 2020",30
249,"May 4, 2020",37
250,"May 3, 2020",56
251,"May 2, 2020",79
252,"May 1, 2020",88
253,"Apr 30, 2020",48
254,"Apr 29, 2020",78
255,"Apr 28, 2020",66
256,"Apr 27, 2020",83
257,"Apr 26, 2020",57
258,"Apr 25, 2020",60
259,"Apr 24, 2020",99
260,"Apr 23, 2020",116
261,"Apr 22, 2020",70
262,"Apr 21, 2020",114
263,"Apr 20, 2020",68
264,"Apr 19, 2020",82
265,"Apr 18, 2020",71
266,"Apr 17, 2020",111
267,"Apr 16, 2020",73
268,"Apr 15, 2020",67
269,"Apr 14, 2020",54
270,"Apr 13, 2020",48
271,"Apr 12, 2020",100
272,"Apr 11, 2020",120
273,"Apr 10, 2020",210
274,"Apr 9, 2020",85
275,"Apr 8, 2020",78
276,"Apr 7, 2020",73
277,"Apr 6, 2020",11
278,"Apr 5, 2020",55
279,"Apr 4, 2020",55
280,"Apr 3, 2020",38
281,"Apr 2, 2020",60
282,"Apr 1, 2020",33
283,"Mar 31, 2020",45
284,"Mar 30, 2020",39
285,"Mar 29, 2020",65
286,"Mar 28, 2020",43
287,"Mar 27, 2020",39
288,"Mar 26, 2020",35
289,"Mar 25, 2020",39
290,"Mar 24, 2020",20
291,"Mar 23, 2020",36
292,"Mar 22, 2020",28
293,"Mar 21, 2020",18
294,"Mar 20, 2020",12
295,"Mar 19, 2020",15
296,"Mar 18, 2020",8
297,"Mar 17, 2020",11
298,"Mar 16, 2020",7
299,"Mar 15, 2020",2
300,"Mar 14, 2020",11
301,"Mar 13, 2020",3
302,"Mar 12, 2020",3
303,"Mar 11, 2020",1
304,"Mar 10, 2020",3
305,"Mar 9, 2020",2
306,"Mar 8, 2020",2
307,"Mar 7, 2020",1
308,"Mar 5, 2020",2
309,"Mar 4, 2020",2
