,Month,Number of deaths
174,Jul 17,7
175,Jul 16,10
176,Jul 15,6
177,Jul 14,12
178,Jul 13,5
179,Jul 12,3
180,Jul 11,6
181,Jul 10,11
182,Jul 09,9
183,Jul 08,15
184,Jul 07,7
185,Jul 06,4
186,Jul 05,5
187,Jul 04,4
188,Jul 03,14
189,Jul 02,15
190,Jul 01,14
191,Jun 30,19
192,Jun 29,6
193,Jun 28,4
194,Jun 27,6
195,Jun 26,17
196,Jun 25,16
197,Jun 24,21
198,Jun 23,16
199,Jun 22,3
200,Jun 21,10
201,Jun 20,12
202,Jun 19,18
203,Jun 18,30
204,Jun 17,14
205,Jun 16,16
206,Jun 15,9
207,Jun 14,10
208,Jun 13,15
209,Jun 12,7
210,Jun 11,9
211,Jun 10,23
212,Jun 09,19
213,Jun 08,9
214,Jun 07,4
215,Jun 06,14
216,Jun 05,20
217,Jun 04,2
218,Jun 03,23
219,Jun 02,18
220,Jun 01,10
221,May 31,3
222,May 30,10
223,May 29,13
224,May 28,10
225,May 27,4
226,May 26,17
227,May 25,11
228,May 24,3
229,May 23,11
230,May 22,10
231,May 21,10
232,May 20,14
233,May 19,12
234,May 18,11
235,May 17,10
236,May 16,8
237,May 15,24
238,May 14,22
239,May 13,23
240,May 12,28
241,May 11,11
242,May 10,15
243,May 09,9
244,May 08,20
245,May 07,22
246,May 06,18
247,May 05,19
248,May 04,19
249,May 03,15
250,May 02,12
251,May 01,7
252,Apr 30,20
253,Apr 29,28
254,Apr 28,34
255,Apr 27,26
256,Apr 26,12
257,Apr 25,30
258,Apr 24,40
259,Apr 23,28
260,Apr 22,25
261,Apr 21,20
262,Apr 20,20
263,Apr 19,13
264,Apr 18,15
265,Apr 17,18
266,Apr 16,28
267,Apr 15,23
268,Apr 14,18
269,Apr 13,13
270,Apr 12,24
271,Apr 11,27
272,Apr 10,7
273,Apr 09,16
274,Apr 08,29
275,Apr 07,22
276,Apr 06,13
277,Apr 05,15
278,Apr 04,8
279,Apr 03,14
280,Apr 02,14
281,Apr 01,10
282,Mar 31,2
283,Mar 30,9
284,Mar 29,4
285,Mar 28,2
286,Mar 27,0
287,Mar 26,3
288,Mar 25,3
289,Mar 24,2
290,Mar 23,1
291,Mar 22,2
292,Mar 21,0
293,Mar 20,0
294,Mar 19,0
295,Mar 18,0
296,Mar 17,1
297,Mar 16,1
298,Mar 15,0
299,Mar 14,1
300,Mar 13,1
301,Mar 12,1
302,Mar 11,0
303,Mar 10,0
