,Month,Number of cases
97,"Jun 8, 2020",7
98,"Jun 9, 2020",7
99,"Jun 10, 2020",2
100,"Jun 11, 2020",31
101,"Jun 12, 2020",33
102,"Jun 13, 2020",43
103,"Jun 14, 2020",8
104,"Jun 15, 2020",41
105,"Jun 16, 2020",11
106,"Jun 17, 2020",10
107,"Jun 18, 2020",14
108,"Jun 19, 2020",6
109,"Jun 20, 2020",21
110,"Jun 21, 2020",16
111,"Jun 22, 2020",15
112,"Jun 23, 2020",3
113,"Jun 24, 2020",6
114,"Jun 25, 2020",4
115,"Jun 26, 2020",6
116,"Jun 27, 2020",10
117,"Jun 28, 2020",18
118,"Jun 29, 2020",3
119,"Jun 30, 2020",2
120,"Jul 1, 2020",1
121,"Jul 2, 2020",3
122,"Jul 3, 2020",5
123,"Jul 4, 2020",10
124,"Jul 5, 2020",5
125,"Jul 6, 2020",5
126,"Jul 7, 2020",6
127,"Jul 8, 2020",3
128,"Jul 9, 2020",6
129,"Jul 10, 2020",13
130,"Jul 11, 2020",8
131,"Jul 12, 2020",14
132,"Jul 13, 2020",7
133,"Jul 14, 2020",4
134,"Jul 15, 2020",5
135,"Jul 16, 2020",3
136,"Jul 17, 2020",18
137,"Jul 18, 2020",9
138,"Jul 19, 2020",15
139,"Jul 20, 2020",21
140,"Jul 21, 2020",15
141,"Jul 22, 2020",16
142,"Jul 23, 2020",9
143,"Jul 24, 2020",21
144,"Jul 25, 2020",23
145,"Jul 26, 2020",13
146,"Jul 27, 2020",7
147,"Jul 28, 2020",39
148,"Jul 29, 2020",13
149,"Jul 30, 2020",8
150,"Jul 31, 2020",12
151,"Aug 1, 2020",9
152,"Aug 2, 2020",14
153,"Aug 3, 2020",2
154,"Aug 4, 2020",1
155,"Aug 5, 2020",21
156,"Aug 6, 2020",15
157,"Aug 7, 2020",25
158,"Aug 8, 2020",7
159,"Aug 9, 2020",13
160,"Aug 10, 2020",11
161,"Aug 11, 2020",9
162,"Aug 12, 2020",11
163,"Aug 13, 2020",15
164,"Aug 14, 2020",20
165,"Aug 15, 2020",26
166,"Aug 16, 2020",25
167,"Aug 17, 2020",12
168,"Aug 18, 2020",7
169,"Aug 19, 2020",16
170,"Aug 20, 2020",5
171,"Aug 21, 2020",9
172,"Aug 22, 2020",8
173,"Aug 23, 2020",10
174,"Aug 24, 2020",7
175,"Aug 25, 2020",11
176,"Aug 26, 2020",6
177,"Aug 27, 2020",5
178,"Aug 28, 2020",10
179,"Aug 29, 2020",11
180,"Aug 30, 2020",17
181,"Aug 31, 2020",6
182,"Sep 1, 2020",14
183,"Sep 2, 2020",6
184,"Sep 3, 2020",14
185,"Sep 4, 2020",11
186,"Sep 5, 2020",6
187,"Sep 6, 2020",6
188,"Sep 7, 2020",62
189,"Sep 8, 2020",100
190,"Sep 9, 2020",24
191,"Sep 10, 2020",45
192,"Sep 11, 2020",182
193,"Sep 12, 2020",58
194,"Sep 13, 2020",47
195,"Sep 14, 2020",31
196,"Sep 15, 2020",23
197,"Sep 16, 2020",62
198,"Sep 17, 2020",21
199,"Sep 18, 2020",95
200,"Sep 19, 2020",20
201,"Sep 20, 2020",52
202,"Sep 21, 2020",57
203,"Sep 22, 2020",82
204,"Sep 23, 2020",147
205,"Sep 24, 2020",71
206,"Sep 25, 2020",111
207,"Sep 26, 2020",82
208,"Sep 27, 2020",150
209,"Sep 28, 2020",115
210,"Sep 29, 2020",101
211,"Sep 30, 2020",89
212,"Oct 1, 2020",260
213,"Oct 2, 2020",287
214,"Oct 3, 2020",317
215,"Oct 4, 2020",293
216,"Oct 5, 2020",432
217,"Oct 6, 2020",691
218,"Oct 7, 2020",489
219,"Oct 8, 2020",375
220,"Oct 9, 2020",354
221,"Oct 10, 2020",374
222,"Oct 11, 2020",561
223,"Oct 12, 2020",563
224,"Oct 13, 2020",660
225,"Oct 14, 2020",660
226,"Oct 15, 2020",589
227,"Oct 16, 2020",629
228,"Oct 17, 2020",869
229,"Oct 18, 2020",871
230,"Oct 19, 2020",865
231,"Oct 20, 2020",862
232,"Oct 21, 2020",732
233,"Oct 22, 2020",847
234,"Oct 23, 2020",710
235,"Oct 24, 2020",1228
236,"Oct 25, 2020",823
237,"Oct 26, 2020",1240
238,"Oct 27, 2020",835
239,"Oct 28, 2020",801
240,"Oct 29, 2020",649
241,"Oct 30, 2020",799
242,"Oct 31, 2020",659
243,"Nov 1, 2020",957
244,"Nov 2, 2020",834
245,"Nov 3, 2020",1054
246,"Nov 4, 2020",1032
247,"Nov 5, 2020",1009
248,"Nov 6, 2020",1755
249,"Nov 7, 2020",1168
250,"Nov 8, 2020",852
251,"Nov 9, 2020",972
252,"Nov 10, 2020",869
253,"Nov 11, 2020",822
254,"Nov 12, 2020",919
255,"Nov 13, 2020",1304
256,"Nov 14, 2020",1114
257,"Nov 15, 2020",1208
258,"Nov 16, 2020",1103
259,"Nov 17, 2020",1210
260,"Nov 18, 2020",660
261,"Nov 19, 2020",1290
262,"Nov 20, 2020",958
263,"Nov 21, 2020",1041
264,"Nov 22, 2020",1096
265,"Nov 23, 2020",1884
266,"Nov 24, 2020",2188
267,"Nov 25, 2020",970
268,"Nov 26, 2020",935
269,"Nov 27, 2020",1109
270,"Nov 28, 2020",1315
271,"Nov 29, 2020",1309
272,"Nov 30, 2020",1212
273,"Dec 1, 2020",1472
274,"Dec 2, 2020",851
275,"Dec 3, 2020",1075
276,"Dec 4, 2020",1141
277,"Dec 5, 2020",1123
278,"Dec 6, 2020",1335
279,"Dec 7, 2020",1600
280,"Dec 8, 2020",1012
281,"Dec 9, 2020",959
282,"Dec 10, 2020",2234
283,"Dec 11, 2020",1810
284,"Dec 12, 2020",1937
285,"Dec 13, 2020",1229
286,"Dec 14, 2020",1371
287,"Dec 15, 2020",1772
288,"Dec 16, 2020",1295
289,"Dec 17, 2020",1220
290,"Dec 18, 2020",1683
291,"Dec 19, 2020",1153
292,"Dec 20, 2020",1340
293,"Dec 21, 2020",2018
294,"Dec 22, 2020",2062
295,"Dec 23, 2020",1348
296,"Dec 24, 2020",1581
297,"Dec 25, 2020",1247
298,"Dec 26, 2020",2335
299,"Dec 27, 2020",1196
300,"Dec 28, 2020",1594
301,"Dec 29, 2020",1925
302,"Dec 30, 2020",1870
303,"Dec 31, 2020",2525
304,"Jan 1, 2021",2068
305,"Jan 2, 2021",2295
306,"Jan 3, 2021",1704
307,"Jan 4, 2021",1741
308,"Jan 5, 2021",2027
309,"Jan 6, 2021",2593
