,Month,Number of cases
243,"May 7, 2020",12776
244,"May 6, 2020",12438
245,"May 5, 2020",12071
246,"May 4, 2020",11587
247,"May 3, 2020",11192
248,"May 2, 2020",10843
249,"May 1, 2020",10551
250,"April 30, 2020",10118
251,"April 29, 2020",9771
252,"April 28, 2020",9511
253,"April 27, 2020",9096
254,"April 26, 2020",8802
255,"April 25, 2020",8607
256,"April 24, 2020",8211
257,"April 23, 2020",7775
258,"April 22, 2020",7418
259,"April 21, 2020",7135
260,"April 20, 2020",6760
261,"April 19, 2020",6575
262,"April 18, 2020",6248
263,"April 17, 2020",5923
264,"April 16, 2020",5516
265,"April 15, 2020",5136
266,"April 14, 2020",4839
267,"April 13, 2020",4557
268,"April 12, 2020",4241
269,"April 11, 2020",3842
270,"April 10, 2020",3512
271,"April 9, 2020",3293
272,"April 8, 2020",2956
273,"April 7, 2020",2738
274,"April 6, 2020",2491
275,"April 5, 2020",2273
276,"April 4, 2020",2092
277,"April 3, 2020",1986
278,"April 2, 2020",1790
279,"April 1, 2020",1677
280,"March 31, 2020",1528
281,"March 30, 2020",1414
282,"March 29, 2020",1285
283,"March 28, 2020",1155
284,"March 27, 2020",1046
285,"March 26, 2020",893
286,"March 25, 2020",790
287,"March 24, 2020",685
288,"March 23, 2020",579
289,"March 22, 2020",514
290,"March 21, 2020",450
291,"March 20, 2020",369
292,"March 18, 2020",227
293,"March 17, 2020",172
294,"March 13, 2020",69
295,"March 12, 2020",34
