,Month,Number of cases
142,Aug 14,316367
143,Aug 13,314927
144,Aug 12,313798
145,Aug 11,312789
146,Aug 10,311641
147,Aug 9,310825
148,Aug 8,309763
149,Aug 7,309005
150,Aug 6,308134
151,Aug 5,307184
152,Aug 4,306293
153,Aug 3,305623
154,Aug 2,304695
155,Aug 1,303952
156,Jul 31,303181
157,Jul 30,302301
158,Jul 29,301455
159,Jul 28,300692
160,Jul 27,300111
161,Jul 26,299426
162,Jul 25,298681
163,Jul 24,297914
164,Jul 23,297146
165,Jul 22,296377
166,Jul 21,295817
167,Jul 20,295372
168,Jul 19,294792
169,Jul 18,294066
170,Jul 17,293239
171,Jul 16,292552
172,Jul 15,291911
173,Jul 14,291373
174,Jul 13,290133
175,Jul 12,289603
176,Jul 11,288953
177,Jul 10,288133
178,Jul 9,287621
179,Jul 8,286979
180,Jul 7,286349
181,Jul 6,285768
182,Jul 5,285416
183,Jul 4,284900
184,Jul 3,284276
185,Jul 2**,283757
186,Jul 1,313483
187,Jun 30,312654
188,Jun 29,311965
189,Jun 28,311151
190,Jun 27,310250
191,Jun 26,309360
192,Jun 25,307980
193,Jun 24,306862
194,Jun 23,306210
195,Jun 22,305289
196,Jun 21,304331
197,Jun 20,303110
198,Jun 19,301815
199,Jun 18,300469
200,Jun 17,299251
201,Jun 16,298136
202,Jun 15,296857
203,Jun 14,295889
204,Jun 13,294375
205,Jun 12,292950
206,Jun 11,291409
207,Jun 10,290143
208,Jun 9,289140
209,Jun 8,287399
210,Jun 7,286194
211,Jun 6,284868
212,Jun 5,283311
213,Jun 4,281661
214,Jun 3,279856
215,Jun 2,277985
216,Jun 1,276332
217,May 31,274762
218,May 30,272826
219,May 29,271222
220,May 28,269127
221,May 27,267240
222,May 26*,265227
223,May 25,261184
224,May 24,259559
225,May 23,257154
226,May 22,254195
227,May 21,250908
228,May 19,248818
229,May 18,246406
230,May 17,243695
231,May 16,240161
232,May 15,236711
233,May 14,233151
234,May 13,229705
235,May 12,226463
236,May 11,223060
237,May 10,219183
238,May 9,215260
239,May 8,211364
240,May 7,206715
241,May 6,201101
242,May 5,194990
243,May 4,190584
244,May 3,186599
245,May 2,182260
246,May 1,177454
247,Apr 30,171253
248,Apr 29,165221
249,Apr 28,161145
250,Apr 27,157149
251,Apr 26,152840
252,Apr 25,148377
253,Apr 24,143464
254,Apr 23,138078
255,Apr 22,133495
256,Apr 21,129044
257,Apr 20,124743
258,Apr 19,120067
259,Apr 18,114217
260,Apr 17,108692
261,Apr 16,103093
262,Apr 15,98476
263,Apr 14,93873
264,Apr 13,88621
265,Apr 12,84279
266,Apr 11,78991
267,Apr 10,70272
268,Apr 9,65077
269,Apr 8,60733
270,Apr 7,55242
271,Apr 6,51608
272,Apr 5,47806
273,Apr 4,41903
274,Apr 3,38168
275,Apr 2,33718
276,Apr 1,29474
277,Mar 31,25150
278,Mar 30,22141
279,Mar 29,19522
280,Mar 28,17089
281,Mar 27,14543
282,Mar 26,11658
283,Mar 25,9529
284,Mar 24,8077
285,Mar 23,6650
286,Mar 22,5683
287,Mar 21,5018
288,Mar 20,3983
289,Mar 19,3269
290,Mar 18,2626
291,Mar 17,1950
292,Mar 16,1543
293,Mar 15,1391
294,Mar 14,1061
295,Mar 13,797
296,Mar 12,590
297,Mar 11,456
298,Mar 10,373
299,Mar 9,321
300,Mar 8,271
301,Mar 7,206
302,Mar 6,160
303,Mar 5,114
304,Mar 4,85
305,Mar 3,51
306,Mar 2,40
307,Mar 1,35
308,Feb 29,23
309,Feb 28,19
310,Feb 27,13
311,Feb 26,13
312,Feb 25,13
313,Feb 24,13
314,Feb 23,9
315,Feb 22,9
316,Feb 21,9
317,Feb 20,9
318,Feb 19,9
319,Feb 18,9
320,Feb 17,9
321,Feb 16,9
322,Feb 15,9
323,Feb 14,9
324,Feb 13,9
325,Feb 12,8
326,Feb 11,8
327,Feb 10,8
328,Feb 9,4
329,Feb 8,3
330,Feb 7,3
331,Feb 6,3
332,Feb 5,2
333,Feb 4,2
334,Feb 3,2
335,Feb 2,2
336,Feb 1,2
337,Jan 31,2
