,Month,Number of deaths
113,"Aug 26, 2020",624
114,"Aug 25, 2020",624
115,"Aug 24, 2020",623
116,"Aug 23, 2020",623
117,"Aug 22, 2020",623
118,"Aug 21, 2020",622
119,"Aug 20, 2020",621
120,"Aug 19, 2020",621
121,"Aug 18, 2020",621
122,"Aug 17, 2020",621
123,"Aug 16, 2020",621
124,"Aug 15, 2020",621
125,"Aug 14, 2020",621
126,"Aug 13, 2020",621
127,"Aug 12, 2020",621
128,"Aug 11, 2020",621
129,"Aug 10, 2020",621
130,"Aug 9, 2020",620
131,"Aug 8, 2020",618
132,"Aug 7, 2020",617
133,"Aug 6, 2020",617
134,"Aug 5, 2020",617
135,"Aug 4, 2020",616
136,"Aug 3, 2020",616
137,"Aug 2, 2020",616
138,"Aug 1, 2020",616
139,"Jul 31, 2020",616
140,"Jul 30, 2020",615
141,"Jul 29, 2020",615
142,"Jul 28, 2020",614
143,"Jul 27, 2020",613
144,"Jul 26, 2020",613
145,"Jul 25, 2020",613
146,"Jul 24, 2020",613
147,"Jul 23, 2020",613
148,"Jul 22, 2020",613
149,"Jul 21, 2020",611
150,"Jul 20, 2020",611
151,"Jul 19, 2020",611
152,"Jul 18, 2020",611
153,"Jul 17, 2020",611
154,"Jul 16, 2020",610
155,"Jul 15, 2020",610
156,"Jul 14, 2020",610
157,"Jul 13, 2020",610
158,"Jul 12, 2020",610
159,"Jul 11, 2020",610
160,"Jul 10, 2020",610
161,"Jul 09, 2020",609
162,"Jul 08, 2020",609
163,"Jul 07, 2020",609
164,"Jul 06, 2020",609
165,"Jul 05, 2020",607
166,"Jul 04, 2020",607
167,"Jul 03, 2020",606
168,"Jul 02, 2020",606
169,"Jul 01, 2020",606
170,"Jun 30, 2020",606
171,"Jun 29, 2020",606
172,"Jun 28, 2020",606
173,"Jun 27, 2020",605
174,"Jun 26, 2020",605
175,"Jun 25, 2020",605
176,"Jun 24, 2020",604
177,"Jun 23, 2020",604
178,"Jun 22, 2020",603
179,"Jun 21, 2020",603
180,"Jun 20, 2020",603
181,"Jun 19, 2020",602
182,"Jun 18, 2020",601
183,"Jun 17, 2020",600
184,"Jun 16, 2020",599
185,"Jun 15, 2020",598
186,"Jun 14, 2020",598
187,"Jun 13, 2020",597
188,"Jun 12, 2020",597
189,"Jun 11, 2020",594
190,"Jun 10, 2020",593
191,"Jun 09, 2020",593
192,"Jun 08, 2020",593
193,"Jun 07, 2020",593
194,"Jun 06, 2020",591
195,"Jun 05, 2020",588
196,"Jun 04, 2020",586
197,"Jun 03, 2020",582
198,"Jun 02, 2020",581
199,"Jun 01, 2020",580
200,"May 31, 2020",577
201,"May 30, 2020",575
202,"May 29, 2020",571
203,"May 28, 2020",570
204,"May 27, 2020",570
205,"May 26, 2020",569
206,"May 25, 2020",566
207,"May 24, 2020",566
208,"May 23, 2020",565
209,"May 22, 2020",564
210,"May 21, 2020",563
211,"May 20, 2020",563
212,"May 19, 2020",558
213,"May 18, 2020",556
214,"May 17, 2020",553
215,"May 16, 2020",550
216,"May 15, 2020",547
217,"May 14, 2020",541
218,"May 13, 2020",541
219,"May 12, 2020",536
220,"May 11, 2020",529
221,"May 10, 2020",525
222,"May 09, 2020",520
223,"May 08, 2020",517
224,"May 07, 2020",513
225,"May 06, 2020",507
226,"May 05, 2020",501
227,"May 04, 2020",498
228,"May 03, 2020",491
229,"May 02, 2020",482
230,"May 01, 2020",474
231,"Apr 30, 2020",463
232,"Apr 29, 2020",454
233,"Apr 28, 2020",445
234,"Apr 27, 2020",435
235,"Apr 26, 2020",426
236,"Apr 25, 2020",421
237,"Apr 24, 2020",416
238,"Apr 23, 2020",410
239,"Apr 22, 2020",400
240,"Apr 21, 2020",386
241,"Apr 20, 2020",374
242,"Apr 19, 2020",367
243,"Apr 18, 2020",361
244,"Apr 17, 2020",351
245,"Apr 16, 2020",342
246,"Apr 15, 2020",330
247,"Apr 14, 2020",320
248,"Apr 13, 2020",308
249,"Apr 12, 2020",292
250,"Apr 11, 2020",281
251,"Apr 10, 2020",270
252,"Apr 09, 2020",254
253,"Apr 08, 2020",241
254,"Apr 07, 2020",226
255,"Apr 06, 2020",214
256,"Apr 05, 2020",197
257,"Apr 04, 2020",185
258,"Apr 03, 2020",170
259,"Apr 02, 2020",150
260,"Apr 01, 2020",132
261,"Mar 31, 2020",110
262,"Mar 30, 2020",95
263,"Mar 29, 2020",84
264,"Mar 28, 2020",76
265,"Mar 27, 2020",67
266,"Mar 26, 2020",55
267,"Mar 25, 2020",43
268,"Mar 24, 2020",37
269,"Mar 23, 2020",31
270,"Mar 22, 2020",25
271,"Mar 21, 2020",22
272,"Mar 20, 2020",19
273,"Mar 19, 2020",15
274,"Mar 18, 2020",10
275,"Mar 17, 2020",6
276,"Mar 16, 2020",5
277,"Mar 15, 2020",4
278,"Mar 14, 2020",2
279,"Mar 13, 2020",1
280,"Mar 12, 2020",1
281,"Mar 11, 2020",1
