,Month,Number of cases
205,"Jun 15, 2020",1691
206,"Jun 14, 2020",1618
207,"Jun 13, 2020",1677
208,"Jun 12, 2020",1577
209,"Jun 11, 2020",1442
210,"Jun 10, 2020",1455
211,"Jun 09, 2020",1385
212,"Jun 08, 2020",1365
213,"Jun 07, 2020",1467
214,"Jun 06, 2020",1497
215,"Jun 05, 2020",1348
216,"Jun 04, 2020",1152
217,"Jun 03, 2020",1079
218,"Jun 02, 2020",1152
219,"Jun 01, 2020",1399
220,"May 31, 2020",1536
221,"May 30, 2020",1367
222,"May 29, 2020",1289
223,"May 28, 2020",1127
224,"May 27, 2020",910
225,"May 26, 2020",789
226,"May 25, 2020",702
227,"May 24, 2020",752
228,"May 23, 2020",727
229,"May 22, 2020",783
230,"May 21, 2020",774
231,"May 20, 2020",745
232,"May 19, 2020",720
233,"May 18, 2020",535
234,"May 17, 2020",510
235,"May 16, 2020",491
236,"May 15, 2020",399
237,"May 14, 2020",398
238,"May 13, 2020",338
239,"May 12, 2020",347
240,"May 11, 2020",346
241,"May 10, 2020",436
242,"May 09, 2020",488
243,"May 08, 2020",495
244,"May 07, 2020",393
245,"May 06, 2020",387
246,"May 05, 2020",388
247,"May 04, 2020",348
248,"May 03, 2020",272
249,"May 02, 2020",298
250,"May 01, 2020",358
251,"Apr 30, 2020",269
252,"Apr 29, 2020",226
253,"Apr 28, 2020",260
254,"Apr 27, 2020",248
255,"Apr 26, 2020",215
256,"Apr 25, 2020",227
257,"Apr 24, 2020",201
258,"Apr 23, 2020",232
259,"Apr 22, 2020",169
260,"Apr 21, 2020",157
261,"Apr 20, 2020",189
262,"Apr 19, 2020",112
263,"Apr 18, 2020",188
264,"Apr 17, 2020",171
265,"Apr 16, 2020",168
266,"Apr 15, 2020",155
267,"Apr 14, 2020",160
268,"Apr 13, 2020",125
269,"Apr 12, 2020",126
270,"Apr 11, 2020",145
271,"Apr 10, 2020",95
272,"Apr 09, 2020",139
273,"Apr 08, 2020",110
274,"Apr 07, 2020",128
275,"Apr 06, 2020",149
276,"Apr 05, 2020",103
277,"Apr 04, 2020",85
278,"Apr 03, 2020",120
279,"Apr 02, 2020",86
280,"Apr 01, 2020",69
281,"Mar 31, 2020",54
282,"Mar 30, 2020",47
283,"Mar 29, 2020",33
284,"Mar 28, 2020",40
285,"Mar 27, 2020",41
286,"Mar 26, 2020",39
287,"Mar 25, 2020",54
288,"Mar 24, 2020",36
289,"Mar 23, 2020",39
290,"Mar 22, 2020",33
291,"Mar 21, 2020",9
292,"Mar 20, 2020",29
293,"Mar 19, 2020",60
294,"Mar 18, 2020",0
295,"Mar 17, 2020",46
296,"Mar 16, 2020",40
297,"Mar 15, 2020",1
298,"Mar 14, 2020",29
299,"Mar 13, 2020",13
300,"Mar 12, 2020",7
301,"Mar 11, 2020",1
302,"Mar 10, 2020",4
303,"Mar 09, 2020",6
304,"Mar 08, 2020",34
305,"Mar 07, 2020",0
306,"Mar 06, 2020",12
307,"Mar 05, 2020",1
308,"Mar 04, 2020",0
309,"Mar 03, 2020",0
310,"Mar 02, 2020",0
311,"Mar 01, 2020",1
312,"Feb 29, 2020",0
313,"Feb 28, 2020",0
314,"Feb 27, 2020",0
315,"Feb 26, 2020",0
316,"Feb 25, 2020",0
317,"Feb 24, 2020",0
318,"Feb 23, 2020",0
319,"Feb 22, 2020",0
320,"Feb 21, 2020",0
321,"Feb 20, 2020",0
322,"Feb 19, 2020",0
323,"Feb 18, 2020",0
324,"Feb 17, 2020",0
325,"Feb 16, 2020",0
326,"Feb 15, 2020",0
327,"Feb 14, 2020",1
