,Month,Number of cases
138,"Aug 18, 2020",340
139,"Aug 17, 2020",121
140,"Aug 16, 2020",322
141,"Aug 15, 2020",363
142,"Aug 14, 2020",122
143,"Aug 13, 2020",153
144,"Aug 12, 2020",168
145,"Aug 11, 2020",192
146,"Aug 10, 2020",209
147,"Aug 9, 2020",470
148,"Aug 8, 2020",436
149,"Aug 7, 2020",455
150,"Aug 6, 2020",567
151,"Aug 5, 2020",1263
152,"Aug 4, 2020",0
153,"Aug 3, 2020",798
154,"Aug 2, 2020",0
155,"Aug 1, 2020",1513
156,"Jul 31, 2020",359
157,"Jul 30, 2020",0
158,"Jul 29, 2020",736
159,"Jul 28, 2020",782
160,"Jul 27, 2020",655
161,"Jul 26, 2020",1118
162,"Jul 25, 2020",794
163,"Jul 24, 2020",1385
164,"Jul 23, 2020",0
165,"Jul 22, 2020",683
166,"Jul 21, 2020",559
167,Jul 20. 2020,763
168,"Jul 19, 2020",607
169,"Jul 18, 2020",488
170,"Jul 17, 2020",447
171,"Jul 16, 2020",695
172,"Jul 15, 2020",442
173,"Jul 14, 2020",0
174,"Jul 13, 2020",470
175,"Jul 12, 2020",270
176,"Jul 11, 2020",414
177,"Jul 10, 2020",371
178,"Jul 09, 2020",641
179,"Jul 08, 2020",854
180,"Jul 07, 2020",891
181,"Jul 06, 2020",992
182,"Jul 05, 2020",697
183,"Jul 04, 2020",0
184,"Jul 03, 2020",1254
185,"Jul 02, 2020",0
186,"Jul 01, 2020",393
187,"Jun 30, 2020",390
188,"Jun 29, 2020",609
189,"Jun 28, 2020",311
190,"Jun 27, 2020",597
191,"Jun 26, 2020",361
192,"Jun 25, 2020",460
193,"Jun 24, 2020",445
194,"Jun 23, 2020",414
195,"Jun 22, 2020",0
196,"Jun 21, 2020",437
197,"Jun 20, 2020",514
198,"Jun 19, 2020",274
199,"Jun 18, 2020",339
200,"Jun 17, 2020",397
201,"Jun 16, 2020",229
202,"Jun 15, 2020",0
203,"Jun 14, 2020",846
204,"Jun 13, 2020",262
205,"Jun 12, 2020",498
206,"Jun 11, 2020",157
207,"Jun 10, 2020",0
208,"Jun 09, 2020",291
209,"Jun 08, 2020",272
210,"Jun 07, 2020",176
211,"Jun 06, 2020",294
212,"Jun 05, 2020",283
213,"Jun 04, 2020",337
214,"Jun 03, 2020",251
215,"Jun 02, 2020",227
216,"Jun 01, 2020",0
217,"May 31, 2020",302
218,"May 30, 2020",152
219,"May 29, 2020",313
220,"May 28, 2020",0
221,"May 27, 2020",186
222,"May 26, 2020",309
223,"May 25, 2020",125
224,"May 24, 2020",66
225,"May 23, 2020",131
226,"May 22, 2020",217
227,"May 21, 2020",0
228,"May 20, 2020",173
229,"May 19, 2020",361
230,"May 18, 2020",0
231,"May 17, 2020",0
232,"May 16, 2020",97
233,"May 15, 2020",108
234,"May 14, 2020",122
235,"May 13, 2020",281
236,"May 12, 2020",427
237,"May 11, 2020",437
238,"May 10, 2020",0
239,"May 09, 2020",251
240,"May 08, 2020",921
241,"May 07, 2020",0
242,"May 06, 2020",372
243,"May 05, 2020",0
244,"May 04, 2020",550
245,"May 03, 2020",0
246,"May 02, 2020",95
247,"May 01, 2020",0
248,"Apr 30, 2020",403
249,"Apr 29, 2020",0
250,"Apr 28, 2020",121
251,"Apr 27, 2020",0
252,"Apr 26, 2020",271
253,"Apr 25, 2020",0
254,"Apr 24, 2020",125
255,"Apr 23, 2020",0
256,"Apr 22, 2020",112
257,"Apr 21, 2020",0
258,"Apr 20, 2020",0
259,"Apr 19, 2020",208
260,"Apr 18, 2020",193
261,"Apr 17, 2020",0
262,"Apr 16, 2020",5
263,"Apr 15, 2020",0
264,"Apr 14, 2020",70
265,"Apr 13, 2020",0
266,"Apr 12, 2020",158
267,"Apr 11, 2020",30
268,"Apr 10, 2020",0
269,"Apr 09, 2020",65
270,"Apr 08, 2020",26
271,"Apr 07, 2020",73
272,"Apr 06, 2020",0
273,"Apr 05, 2020",9
274,"Apr 04, 2020",0
275,"Apr 03, 2020",1
276,"Apr 02, 2020",9
277,"Apr 01, 2020",34
278,"Mar 31, 2020",9
279,"Mar 30, 2020",0
280,"Mar 29, 2020",11
281,"Mar 28, 2020",4
282,"Mar 27, 2020",5
283,"Mar 26, 2020",39
284,"Mar 25, 2020",40
285,"Mar 24, 2020",26
286,"Mar 23, 2020",4
287,"Mar 22, 2020",4
288,"Mar 21, 2020",3
289,"Mar 20, 2020",5
290,"Mar 19, 2020",4
291,"Mar 18, 2020",0
292,"Mar 17, 2020",1
293,"Mar 16, 2020",0
294,"Mar 15, 2020",3
295,"Mar 14, 2020",3
