,Month,Number of cases
184,"Jun 16, 2020",12336
185,"Jun 15, 2020",12290
186,"Jun 14, 2020",12250
187,"Jun 13, 2020",12228
188,"Jun 12, 2020",12201
189,"Jun 11, 2020",12141
190,"Jun 10, 2020",12093
191,"Jun 09, 2020",12053
192,"Jun 08, 2020",12025
193,"Jun 07, 2020",11979
194,"Jun 06, 2020",11965
195,"Jun 05, 2020",11950
196,"Jun 04, 2020",11915
197,"Jun 03, 2020",11873
198,"Jun 02, 2020",11819
199,"Jun 01, 2020",11763
200,"May 31, 2020",11727
201,"May 30, 2020",11705
202,"May 29, 2020",11672
203,"May 28, 2020",11626
204,"May 27, 2020",11587
205,"May 26, 2020",11535
206,"May 25, 2020",11472
207,"May 24, 2020",11420
208,"May 23, 2020",11384
209,"May 22, 2020",11348
210,"May 21, 2020",11275
211,"May 20, 2020",11244
212,"May 19, 2020",11172
213,"May 18, 2020",11107
214,"May 17, 2020",11026
215,"May 16, 2020",10976
216,"May 15, 2020",10941
217,"May 14, 2020",10850
218,"May 13, 2020",10786
219,"May 12, 2020",10715
220,"May 11, 2020",10657
221,"May 10, 2020",10578
222,"May 09, 2020",10518
223,"May 08, 2020",10453
224,"May 07, 2020",10384
225,"May 06, 2020",10260
226,"May 05, 2020",10153
227,"May 04, 2020",10030
228,"May 03, 2020",9907
229,"May 02, 2020",9829
230,"May 01, 2020",9712
231,"Apr 30, 2020",9559
232,"Apr 29, 2020",9409
233,"Apr 28, 2020",9269
234,"Apr 27, 2020",9133
235,"Apr 26, 2020",8914
236,"Apr 25, 2020",8792
237,"Apr 24, 2020",8656
238,"Apr 23, 2020",8491
239,"Apr 22, 2020",8259
240,"Apr 21, 2020",8030
241,"Apr 20, 2020",7828
242,"Apr 19, 2020",7613
243,"Apr 18, 2020",7499
244,"Apr 17, 2020",7393
245,"Apr 16, 2020",7225
246,"Apr 15, 2020",7047
247,"Apr 14, 2020",6848
248,"Apr 13, 2020",6590
249,"Apr 12, 2020",6434
250,"Apr 11, 2020",6277
251,"Apr 10, 2020",6137
252,"Apr 09, 2020",5995
253,"Apr 08, 2020",5855
254,"Apr 07, 2020",5554
255,"Apr 06, 2020",5207
256,"Apr 05, 2020",4783
257,"Apr 04, 2020",4625
258,"Apr 03, 2020",4313
259,"Apr 02, 2020",3840
260,"Apr 01, 2020",3458
261,"Mar 31, 2020",3176
262,"Mar 30, 2020",2921
263,"Mar 29, 2020",2608
264,"Mar 28, 2020",2480
265,"Mar 27, 2020",2280
266,"Mar 26, 2020",2063
267,"Mar 25, 2020",1892
268,"Mar 24, 2020",1741
269,"Mar 23, 2020",1602
270,"Mar 22, 2020",1470
271,"Mar 21, 2020",1408
272,"Mar 20, 2020",1360
273,"Mar 19, 2020",1257
274,"Mar 18, 2020",1150
275,"Mar 17, 2020",1067
276,"Mar 16, 2020",991
277,"Mar 15, 2020",917
278,"Mar 14, 2020",872
279,"Mar 13, 2020",835
280,"Mar 12, 2020",802
281,"Mar 11, 2020",758
282,"Mar 10, 2020",551
283,"Mar 09, 2020",295
284,"Mar 08, 2020",85
285,"Mar 07, 2020",37
286,"Mar 06, 2020",28
287,"Mar 05, 2020",26
288,"Mar 04, 2020",16
289,"Jan 27 to Mar 3, 2020",13
