,Month,Number of new cases
118,"Aug 20, 2020",333
119,"Aug 19, 2020",351
120,"Aug 18, 2020",314
121,"Aug 17, 2020",174
122,"Aug 16, 2020",63
123,"Aug 15, 2020",226
124,"Aug 14, 2020",344
125,"Aug 13, 2020",363
126,"Aug 12, 2020",443
127,"Aug 11, 2020",417
128,"Aug 10, 2020",196
129,"Aug 9, 2020",73
130,"Aug 8, 2020",260
131,"Aug 7, 2020",380
132,"Aug 6, 2020",378
133,"Aug 5, 2020",425
134,"Aug 4, 2020",333
135,"Aug 3, 2020",165
136,"Aug 2, 2020",38
137,"Aug 1, 2020",303
138,"Jul 31, 2020",258
139,"Jul 30, 2020",302
140,"Jul 29, 2020",301
141,"Jul 28, 2020",283
142,"Jul 27, 2020",71
143,"Jul 26, 2020",42
144,"Jul 25, 2020",138
145,"Jul 24, 2020",262
146,"Jul 23, 2020",220
147,"Jul 22, 2020",297
148,"Jul 21, 2020",226
149,"Jul 20, 2020",131
150,"Jul 19, 2020",110
151,"Jul 18, 2020",191
152,"Jul 17, 2020",284
153,"Jul 16, 2020",268
154,"Jul 15, 2020",287
155,"Jul 14, 2020",312
156,"Jul 13, 2020",170
157,"Jul 12, 2020",106
158,"Jul 11, 2020",308
159,"Jul 10, 2020",369
160,"Jul 09, 2020",334
161,"Jul 08, 2020",533
162,"Jul 07, 2020",278
163,"Jul 06, 2020",251
164,"Jul 05, 2020",315
165,"Jul 04, 2020",364
166,"Jul 03, 2020",694
167,"Jul 02, 2020",687
168,"Jul 01, 2020",684
169,"Jun 30, 2020",804
170,"Jun 29, 2020",727
171,"Jun 28, 2020",415
172,"Jun 27, 2020",755
173,"Jun 26, 2020",1204
174,"Jun 25, 2020",1279
175,"Jun 24, 2020",1698
176,"Jun 23, 2020",1309
177,"Jun 22, 2020",800
178,"Jun 21, 2020",321
179,"Jun 20, 2020",698
180,"Jun 19, 2020",1209
181,"Jun 18, 2020",1494
182,"Jun 17, 2020",1457
183,"Jun 16, 2020",1209
184,"Jun 15, 2020",685
185,"Jun 14, 2020",418
186,"Jun 13, 2020",1032
187,"Jun 12, 2020",1329
188,"Jun 11, 2020",1293
189,"Jun 10, 2020",1437
190,"Jun 09, 2020",936
191,"Jun 08, 2020",677
192,"Jun 07, 2020",462
193,"Jun 06, 2020",780
194,"Jun 05, 2020",1146
195,"Jun 04, 2020",1039
196,"Jun 03, 2020",1046
197,"Jun 02, 2020",900
198,"Jun 01, 2020",648
199,"May 31, 2020",265
200,"May 30, 2020",432
201,"May 29, 2020",773
202,"May 28, 2020",774
203,"May 27, 2020",800
204,"May 26, 2020",746
205,"May 25, 2020",491
206,"May 24, 2020",210
207,"May 23, 2020",403
208,"May 22, 2020",532
209,"May 21, 2020",610
210,"May 20, 2020",808
211,"May 19, 2020",666
212,"May 18, 2020",430
213,"May 17, 2020",259
214,"May 16, 2020",358
215,"May 15, 2020",688
216,"May 14, 2020",657
217,"May 13, 2020",698
218,"May 12, 2020",754
219,"May 11, 2020",455
220,"May 10, 2020",279
221,"May 09, 2020",509
222,"May 08, 2020",700
223,"May 07, 2020",784
224,"May 06, 2020",745
225,"May 05, 2020",657
226,"May 04, 2020",477
227,"May 03, 2020",261
228,"May 02, 2020",299
229,"May 01, 2020",532
230,"Apr 30, 2020",635
231,"Apr 29, 2020",799
232,"Apr 28, 2020",742
233,"Apr 27, 2020",563
234,"Apr 26, 2020",300
235,"Apr 25, 2020",473
236,"Apr 24, 2020",780
237,"Apr 23, 2020",758
238,"Apr 22, 2020",722
239,"Apr 21, 2020",707
240,"Apr 20, 2020",461
241,"Apr 19, 2020",388
242,"Apr 18, 2020",532
243,"Apr 17, 2020",688
244,"Apr 16, 2020",623
245,"Apr 15, 2020",604
246,"Apr 14, 2020",479
247,"Apr 13, 2020",437
248,"Apr 12, 2020",464
249,"Apr 11, 2020",395
250,"Apr 10, 2020",454
251,"Apr 09, 2020",645
252,"Apr 08, 2020",654
253,"Apr 07, 2020",738
254,"Apr 06, 2020",389
255,"Apr 05, 2020",340
256,"Apr 04, 2020",357
257,"Apr 03, 2020",601
258,"Apr 02, 2020",554
259,"Apr 01, 2020",486
260,"Mar 31, 2020",475
261,"Mar 30, 2020",416
262,"Mar 29, 2020",280
263,"Mar 28, 2020",300
264,"Mar 27, 2020",365
265,"Mar 26, 2020",286
266,"Mar 25, 2020",314
267,"Mar 24, 2020",230
268,"Mar 23, 2020",182
269,"Mar 22, 2020",118
270,"Mar 21, 2020",136
271,"Mar 20, 2020",180
272,"Mar 19, 2020",143
273,"Mar 18, 2020",145
274,"Mar 17, 2020",119
275,"Mar 16, 2020",83
276,"Mar 15, 2020",69
277,"Mar 14, 2020",71
278,"Mar 13, 2020",152
279,"Mar 12, 2020",151
280,"Mar 11, 2020",196
281,"Mar 10, 2020",98
282,"Mar 09, 2020",101
283,"Mar 08, 2020",46
284,"Mar 07, 2020",33
285,"Mar 06, 2020",59
286,"Mar 05, 2020",25
287,"Mar 04, 2020",30
288,"Mar 03, 2020",13
289,"Mar 02, 2020",5
290,"Mar 01, 2020",0
291,"Feb 29, 2020",3
292,"Feb 28, 2020",8
293,"Feb 27, 2020",1
294,"Feb 26, 2020",1
295,"Feb 25, 2020",0
296,"Feb 24, 2020",0
297,"Feb 23, 2020",0
298,"Feb 22, 2020",0
299,"Feb 21, 2020",0
300,"Feb 20, 2020",0
301,"Feb 19, 2020",0
302,"Feb 18, 2020",0
303,"Feb 17, 2020",0
304,"Feb 16, 2020",0
305,"Feb 15, 2020",0
306,"Feb 14, 2020",0
307,"Feb 13, 2020",0
308,"Feb 12, 2020",0
309,"Feb 11, 2020",0
310,"Feb 10, 2020",0
311,"Feb 09, 2020",0
312,"Feb 08, 2020",0
313,"Feb 07, 2020",0
314,"Feb 06, 2020",0
315,"Feb 05, 2020",0
316,"Feb 04, 2020",1
