,Month,Number of cases
227,"May 24, 2020",22583
228,"May 23, 2020",21343
229,"May 22, 2020",20125
230,"May 21, 2020",19137
231,"May 20, 2020",18003
232,"May 19, 2020",17200
233,"May 18, 2020",16433
234,"May 17, 2020",15515
235,"May 16, 2020",14355
236,"May 15, 2020",13524
237,"May 14, 2020",12739
238,"May 13, 2020",12074
239,"May 12, 2020",11350
240,"May 11, 2020",10652
241,"May 10, 2020",10015
242,"May 09, 2020",9420
243,"May 08, 2020",8895
244,"May 07, 2020",8232
245,"May 06, 2020",7808
246,"May 05, 2020",7572
247,"May 04, 2020",7220
248,"May 03, 2020",6783
249,"May 02, 2020",6336
250,"May 01, 2020",5951
251,"Apr 30, 2020",5647
252,"Apr 29, 2020",5350
253,"Apr 28, 2020",4996
254,"Apr 27, 2020",4793
255,"Apr 26, 2020",4546
256,"Apr 25, 2020",4361
257,"Apr 24, 2020",4220
258,"Apr 23, 2020",3953
259,"Apr 22, 2020",3635
260,"Apr 21, 2020",3465
261,"Apr 20, 2020",3300
262,"Apr 19, 2020",3158
263,"Apr 18, 2020",3034
264,"Apr 17, 2020",2783
265,"Apr 16, 2020",2605
266,"Apr 15, 2020",2506
267,"Apr 14, 2020",2415
268,"Apr 13, 2020",2272
269,"Apr 12, 2020",2173
270,"Apr 11, 2020",2028
271,"Apr 10, 2020",2003
272,"Apr 09, 2020",1934
273,"Apr 08, 2020",1845
274,"Apr 07, 2020",1749
275,"Apr 06, 2020",1686
276,"Apr 05, 2020",1655
277,"Apr 04, 2020",1585
278,"Apr 03, 2020",1505
279,"Apr 02, 2020",1462
280,"Apr 01, 2020",1380
281,"Mar 31, 2020",1353
282,"Mar 30, 2020",1326
283,"Mar 29, 2020",1280
284,"Mar 28, 2020",1187
285,"Mar 27, 2020",1170
286,"Mar 26, 2020",927
287,"Mar 25, 2020",709
288,"Mar 24, 2020",554
289,"Mar 23, 2020",402
290,"Mar 22, 2020",274
291,"Mar 21, 2020",240
292,"Mar 20, 2020",202
293,"Mar 19, 2020",150
294,"Mar 18, 2020",116
295,"Mar 17, 2020",62
296,"Mar 16, 2020",62
297,"Mar 15, 2020",51
298,"Mar 14, 2020",38
299,"Mar 13, 2020",24
300,"Mar 12, 2020",17
301,"Mar 11, 2020",13
302,"Mar 10, 2020",7
303,"Mar 09, 2020",3
304,"Mar 08, 2020",3
305,"Mar 07, 2020",1
306,"Mar 06, 2020",1
307,"Mar 05, 2020",1
