,Month,Number of deaths
202,"Oct 8, 2020",346
203,"Oct 9, 2020",346
204,"Oct 10, 2020",346
205,"Oct 11, 2020",346
206,"Oct 12, 2020",346
207,"Oct 13, 2020",346
208,"Oct 14, 2020",350
209,"Oct 15, 2020",350
210,"Oct 16, 2020",351
211,"Oct 17, 2020",351
212,"Oct 18, 2020",351
213,"Oct 19, 2020",351
214,"Oct 20, 2020",351
215,"Oct 21, 2020",351
216,"Oct 22, 2020",353
217,"Oct 23, 2020",353
218,"Oct 24, 2020",353
219,"Oct 25, 2020",353
220,"Oct 26, 2020",354
221,"Oct 27, 2020",354
222,"Oct 28, 2020",354
223,"Oct 29, 2020",354
224,"Oct 30, 2020",358
225,"Oct 31, 2020",358
226,"Nov 1, 2020",358
227,"Nov 2, 2020",359
228,"Nov 3, 2020",359
229,"Nov 4, 2020",361
230,"Nov 5, 2020",361
231,"Nov 6, 2020",362
232,"Nov 7, 2020",362
233,"Nov 8, 2020",362
234,"Nov 9, 2020",363
235,"Nov 10, 2020",363
236,"Nov 11, 2020",365
237,"Nov 12, 2020",365
238,"Nov 13, 2020",369
239,"Nov 14, 2020",369
240,"Nov 15, 2020",369
241,"Nov 16, 2020",371
242,"Nov 17, 2020",371
243,"Nov 18, 2020",374
244,"Nov 19, 2020",374
245,"Nov 20, 2020",375
246,"Nov 21, 2020",375
247,"Nov 22, 2020",375
248,"Nov 23, 2020",384
249,"Nov 24, 2020",384
250,"Nov 25, 2020",388
251,"Nov 26, 2020",388
252,"Nov 27, 2020",393
253,"Nov 28, 2020",393
254,"Nov 29, 2020",393
255,"Nov 30, 2020",399
256,"Dec 1, 2020",399
257,"Dec 2, 2020",408
258,"Dec 3, 2020",408
259,"Dec 4, 2020",415
260,"Dec 5, 2020",415
261,"Dec 6, 2020",415
262,"Dec 7, 2020",424
263,"Dec 8, 2020",425
264,"Dec 9, 2020",433
265,"Dec 10, 2020",442
266,"Dec 11, 2020",453
267,"Dec 12, 2020",453
268,"Dec 13, 2020",453
269,"Dec 14, 2020",461
270,"Dec 15, 2020",466
271,"Dec 16, 2020",472
272,"Dec 17, 2020",484
273,"Dec 18, 2020",489
274,"Dec 19, 2020",489
275,"Dec 20, 2020",489
276,"Dec 21, 2020",506
277,"Dec 22, 2020",511
278,"Dec 23, 2020",524
279,"Dec 24, 2020",524
280,"Dec 25, 2020",524
281,"Dec 26, 2020",524
282,"Dec 27, 2020",524
283,"Dec 28, 2020",546
284,"Dec 29, 2020",550
285,"Dec 30, 2020",556
286,"Dec 31, 2020",561
287,"Jan 1, 2021",561
288,"Jan 2, 2021",561
289,"Jan 3, 2021",561
290,"Jan 4, 2021",565
291,"Jan 5, 2021",576
