,Month,Number of cases
173,"Jul 16, 2020",7356
174,"Jul 15, 2020",7347
175,"Jul 14, 2020",7342
176,"Jul 13, 2020",7337
177,"Jul 12, 2020",7331
178,"Jul 11, 2020",7327
179,"Jul 10, 2020",7327
180,"Jul 9, 2020",7320
181,"Jul 8, 2020",7312
182,"Jul 7, 2020",7303
183,"Jul 6, 2020",7300
184,"Jul 5, 2020",7292
185,"Jul 4, 2020",7289
186,"Jul 3, 2020",7287
187,"Jul 2, 2020",7281
188,"Jul 1, 2020",7274
189,"Jun 30, 2020",7272
190,"Jun 29, 2020",7262
191,"Jun 28, 2020",7247
192,"Jun 27, 2020",7240
193,"Jun 26, 2020",7238
194,"Jun 25, 2020",7235
195,"Jun 24, 2020",7221
196,"Jun 23, 2020",7205
197,"Jun 22, 2020",7200
198,"Jun 21, 2020",7195
199,"Jun 20, 2020",7182
200,"Jun 19, 2020",7180
201,"Jun 18, 2020",7180
202,"Jun 17, 2020",7172
203,"Jun 16, 2020",7168
204,"Jun 15, 2020",7160
205,"Jun 14, 2020",7145
206,"Jun 13, 2020",7140
207,"Jun 12, 2020",7138
208,"Jun 11, 2020",7125
209,"Jun 10, 2020",7116
210,"Jun 9, 2020",7109
211,"Jun 8, 2020",7101
212,"Jun 7, 2020",7091
213,"Jun 6, 2020",7087
214,"Jun 5, 2020",7074
215,"Jun 4, 2020",7061
216,"Jun 3, 2020",7049
217,"Jun 2, 2020",7024
218,"Jun 1, 2020",7009
219,"May 31, 2020",6992
220,"May 30, 2020",6980
221,"May 29, 2020",6968
222,"May 28, 2020",6947
223,"May 27, 2020",6917
224,"May 26, 2020",6905
225,"May 25, 2020",6872
226,"May 24, 2020",6827
227,"May 23, 2020",6808
228,"May 22, 2020",6791
229,"May 21, 2020",6759
230,"May 20, 2020",6737
231,"May 19, 2020",6694
232,"May 18, 2020",6653
233,"May 17, 2020",6608
234,"May 16, 2020",6578
235,"May 15, 2020",6553
236,"May 14, 2020",6498
237,"May 13, 2020",6447
238,"May 12, 2020",6368
239,"May 11, 2020",6301
240,"May 10, 2020",6208
241,"May 9, 2020",6180
242,"May 8, 2020",6133
243,"May 7, 2020",6052
244,"May 6, 2020",5944
245,"May 5, 2020",5849
246,"May 4, 2020",5724
247,"May 3, 2020",5591
248,"May 2, 2020",5530
249,"May 1, 2020",5472
250,"Apr 30, 2020",5424
251,"Apr 29, 2020",5338
252,"Apr 28, 2020",5231
253,"Apr 27, 2020",5092
254,"Apr 26, 2020",4969
255,"Apr 25, 2020",4896
256,"Apr 24, 2020",4820
257,"Apr 23, 2020",4728
258,"Apr 22, 2020",4612
259,"Apr 21, 2020",4488
260,"Apr 20, 2020",4376
261,"Apr 19, 2020",4233
262,"Apr 18, 2020",4166
263,"Apr 17, 2020",4110
264,"Apr 16, 2020",3985
265,"Apr 15, 2020",3865
266,"Apr 14, 2020",3735
267,"Apr 13, 2020",3560
268,"Apr 12, 2020",3443
269,"Apr 11, 2020",3363
270,"Apr 10, 2020",3288
271,"Apr 9, 2020",3217
272,"Apr 8, 2020",3059
273,"Apr 7, 2020",2921
274,"Apr 6, 2020",2721
275,"Apr 5, 2020",2511
276,"Apr 4, 2020",2389
277,"Apr 3, 2020",2308
278,"Apr 2, 2020",2109
279,"Apr 1, 2020",1948
280,"Mar 31, 2020",1799
281,"Mar 30, 2020",1674
282,"Mar 29, 2020",1545
283,"Mar 28, 2020",1475
284,"Mar 27, 2020",1398
285,"Mar 26, 2020",1303
286,"Mar 25, 2020",1189
287,"Mar 24, 2020",1085
288,"Mar 23, 2020",986
289,"Mar 22, 2020",902
290,"Mar 21, 2020",824
291,"Mar 20, 2020",737
292,"Mar 19, 2020",650
293,"Mar 18, 2020",550
294,"Mar 17, 2020",460
295,"Mar 16, 2020",413
296,"Mar 15, 2020",361
297,"Mar 14, 2020",308
298,"Mar 13, 2020",279
299,"Mar 12, 2020",251
300,"Mar 11, 2020",191
301,"Mar 10, 2020",115
302,"Mar 9, 2020",61
303,"Mar 8, 2020",44
304,"Mar 7, 2020",35
305,"Mar 6, 2020",28
306,"Mar 5, 2020",21
307,"Mar 4, 2020",20
308,"Mar 3, 2020",14
309,"Mar 2, 2020",10
310,"Mar 1, 2020",10
311,"Feb 29, 2020",9
312,"Feb 28, 2020",8
313,"Feb 27, 2020",5
314,"Feb 26, 2020",4
315,"Feb 25, 2020",2
316,"Feb 24, 2020",1
317,"Feb 23, 2020",1
318,"Feb 22, 2020",1
319,"Feb 21, 2020",1
320,"Feb 20, 2020",1
321,"Feb 19, 2020",1
322,"Feb 18, 2020",1
323,"Feb 17, 2020",1
324,"Feb 16, 2020",1
325,"Feb 15, 2020",1
326,"Feb 14, 2020",1
327,"Feb 13, 2020",1
328,"Feb 12, 2020",1
329,"Feb 11, 2020",1
330,"Feb 10, 2020",1
331,"Feb 9, 2020",1
332,"Feb 8, 2020",1
333,"Feb 7, 2020",1
334,"Feb 6, 2020",1
335,"Feb 5, 2020",1
336,"Feb 4, 2020",1
337,"Feb 3, 2020",1
338,"Feb 2, 2020",1
339,"Feb 1, 2020",1
340,"Jan 31, 2020",1
341,"Jan 30, 2020",1
342,"Jan 29, 2020",1
