,Month,Number of new cases
118,"Sep 10, 2020",0
119,"Sep 9, 2020",1
120,"Sep 8, 2020",0
121,"Sep 7, 2020",0
122,"Sep 6, 2020",0
123,"Sep 5, 2020",1
124,"Sep 4, 2020",0
125,"Sep 3, 2020",3
126,"Sep 2, 2020",3
127,"Sep 1, 2020",1
128,"Aug 31, 2020",0
129,"Aug 30, 2020",1
130,"Aug 29, 2020",0
131,"Aug 28, 2020",0
132,"Aug 27, 2020",1
133,"Aug 26, 2020",1
134,"Aug 25, 2020",1
135,"Aug 24, 2020",3
136,"Aug 23, 2020",1
137,"Aug 22, 2020",1
138,"Aug 21, 2020",0
139,"Aug 20, 2020",1
140,"Aug 19, 2020",2
141,"Aug 18, 2020",2
142,"Aug 17, 2020",1
143,"Aug 16, 2020",1
144,"Aug 15, 2020",2
145,"Aug 14, 2020",0
146,"Aug 13, 2020",4
147,"Aug 12, 2020",2
148,"Aug 11, 2020",3
149,"Aug 10, 2020",1
150,"Aug 9, 2020",2
151,"Aug 8, 2020",5
152,"Aug 7, 2020",2
153,"Aug 6, 2020",2
154,"Aug 5, 2020",3
155,"Aug 4, 2020",1
156,"Aug 3, 2020",1
157,"Aug 2, 2020",4
158,"Aug 1, 2020",3
159,"Jul 31, 2020",1
160,"Jul 30, 2020",0
161,"Jul 29, 2020",2
162,"Jul 28, 2020",0
163,"Jul 27, 2020",1
164,"Jul 26, 2020",1
165,"Jul 25, 2020",0
166,"Jul 24, 2020",1
167,"Jul 23, 2020",1
168,"Jul 22, 2020",1
169,"Jul 21, 2020",5
170,"Jul 20, 2020",3
171,"Jul 19, 2020",2
172,"Jul 18, 2020",0
173,"Jul 17, 2020",3
174,"Jul 16, 2020",4
175,"Jul 15, 2020",0
176,"Jul 14, 2020",2
177,"Jul 13, 2020",3
178,"Jul 12, 2020",3
179,"Jul 11, 2020",2
180,"Jul 10, 2020",2
181,"Jul 09, 2020",2
182,"Jul 08, 2020",1
183,"Jul 07, 2020",2
184,"Jul 06, 2020",2
185,"Jul 05, 2020",5
186,"Jul 04, 2020",1
187,"Jul 03, 2020",3
188,"Jul 02, 2020",10
189,"Jul 01, 2020",6
190,"Jun 30, 2020",5
191,"Jun 29, 2020",4
192,"Jun 28, 2020",8
193,"Jun 27, 2020",5
194,"Jun 26, 2020",5
195,"Jun 25, 2020",10
196,"Jun 24, 2020",6
197,"Jun 23, 2020",7
198,"Jun 22, 2020",15
199,"Jun 21, 2020",12
200,"Jun 20, 2020",6
201,"Jun 19, 2020",8
202,"Jun 18, 2020",13
203,"Jun 17, 2020",13
204,"Jun 16, 2020",9
205,"Jun 15, 2020",13
206,"Jun 14, 2020",12
207,"Jun 13, 2020",14
208,"Jun 12, 2020",12
209,"Jun 11, 2020",12
210,"Jun 10, 2020",9
211,"Jun 09, 2020",16
212,"Jun 08, 2020",16
213,"Jun 07, 2020",14
214,"Jun 06, 2020",20
215,"Jun 05, 2020",20
216,"Jun 04, 2020",16
217,"Jun 03, 2020",18
218,"Jun 02, 2020",15
219,"Jun 01, 2020",20
220,"May 31, 2020",14
221,"May 30, 2020",19
222,"May 29, 2020",13
223,"May 28, 2020",19
224,"May 27, 2020",15
225,"May 26, 2020",14
226,"May 25, 2020",28
227,"May 24, 2020",17
228,"May 23, 2020",16
229,"May 22, 2020",15
230,"May 21, 2020",13
231,"May 20, 2020",14
232,"May 19, 2020",13
233,"May 18, 2020",23
234,"May 17, 2020",20
235,"May 16, 2020",18
236,"May 15, 2020",21
237,"May 14, 2020",15
238,"May 13, 2020",19
239,"May 12, 2020",16
240,"May 11, 2020",15
241,"May 10, 2020",17
242,"May 09, 2020",14
243,"May 08, 2020",26
244,"May 07, 2020",28
245,"May 06, 2020",26
246,"May 05, 2020",20
247,"May 04, 2020",25
248,"May 03, 2020",27
249,"May 02, 2020",28
250,"May 01, 2020",15
251,"Apr 30, 2020",33
252,"Apr 29, 2020",25
253,"Apr 28, 2020",32
254,"Apr 27, 2020",28
255,"Apr 26, 2020",26
256,"Apr 25, 2020",28
257,"Apr 24, 2020",46
258,"Apr 23, 2020",27
259,"Apr 22, 2020",49
260,"Apr 21, 2020",34
261,"Apr 20, 2020",28
262,"Apr 19, 2020",33
263,"Apr 18, 2020",29
264,"Apr 17, 2020",39
265,"Apr 16, 2020",33
266,"Apr 15, 2020",32
267,"Apr 14, 2020",41
268,"Apr 13, 2020",43
269,"Apr 12, 2020",36
270,"Apr 11, 2020",45
271,"Apr 10, 2020",36
272,"Apr 09, 2020",36
273,"Apr 08, 2020",47
274,"Apr 07, 2020",45
275,"Apr 06, 2020",44
276,"Apr 05, 2020",44
277,"Apr 04, 2020",36
278,"Apr 03, 2020",39
279,"Apr 02, 2020",47
280,"Apr 01, 2020",48
281,"Mar 31, 2020",34
282,"Mar 30, 2020",29
283,"Mar 29, 2020",41
284,"Mar 28, 2020",28
285,"Mar 27, 2020",29
286,"Mar 26, 2020",40
287,"Mar 25, 2020",31
288,"Mar 24, 2020",32
289,"Mar 23, 2020",37
290,"Mar 22, 2020",27
291,"Mar 21, 2020",13
292,"Mar 20, 2020",17
293,"Mar 19, 2020",8
294,"Mar 18, 2020",15
295,"Mar 17, 2020",3
296,"Mar 16, 2020",5
297,"Mar 15, 2020",5
298,"Mar 14, 2020",6
299,"Mar 13, 2020",2
300,"Mar 12, 2020",0
301,"Mar 11, 2020",1
302,"Mar 10, 2020",2
303,"Mar 09, 2020",0
304,"Mar 08, 2020",1
305,"Mar 07, 2020",1
306,"Mar 06, 2020",1
