,Month,Number of cases
204,"Jun 16, 2020",47856
205,"Jun 15, 2020",46289
206,"Jun 14, 2020",44598
207,"Jun 13, 2020",42980
208,"Jun 12, 2020",41303
209,"Jun 11, 2020",39726
210,"Jun 10, 2020",38284
211,"Jun 09, 2020",36829
212,"Jun 08, 2020",35444
213,"Jun 07, 2020",34079
214,"Jun 06, 2020",32612
215,"Jun 05, 2020",31115
216,"Jun 04, 2020",29767
217,"Jun 03, 2020",28615
218,"Jun 02, 2020",27536
219,"Jun 01, 2020",26384
220,"May 31, 2020",24985
221,"May 30, 2020",23449
222,"May 29, 2020",22082
223,"May 28, 2020",20793
224,"May 27, 2020",19666
225,"May 26, 2020",18756
226,"May 25, 2020",17967
227,"May 24, 2020",17265
228,"May 23, 2020",16513
229,"May 22, 2020",15786
230,"May 21, 2020",15003
231,"May 20, 2020",14229
232,"May 19, 2020",13484
233,"May 18, 2020",12764
234,"May 17, 2020",12229
235,"May 16, 2020",11719
236,"May 15, 2020",11228
237,"May 14, 2020",10829
238,"May 13, 2020",10431
239,"May 12, 2020",10093
240,"May 11, 2020",9746
241,"May 10, 2020",9400
242,"May 09, 2020",8964
243,"May 08, 2020",8476
244,"May 07, 2020",7981
245,"May 06, 2020",7588
246,"May 05, 2020",7201
247,"May 04, 2020",6813
248,"May 03, 2020",6465
249,"May 02, 2020",6193
250,"May 01, 2020",5895
251,"Apr 30, 2020",5537
252,"Apr 29, 2020",5268
253,"Apr 28, 2020",5042
254,"Apr 27, 2020",4782
255,"Apr 26, 2020",4534
256,"Apr 25, 2020",4319
257,"Apr 24, 2020",4092
258,"Apr 23, 2020",3891
259,"Apr 22, 2020",3659
260,"Apr 21, 2020",3490
261,"Apr 20, 2020",3333
262,"Apr 19, 2020",3144
263,"Apr 18, 2020",3032
264,"Apr 17, 2020",2844
265,"Apr 16, 2020",2673
266,"Apr 15, 2020",2505
267,"Apr 14, 2020",2350
268,"Apr 13, 2020",2190
269,"Apr 12, 2020",2065
270,"Apr 11, 2020",1939
271,"Apr 10, 2020",1794
272,"Apr 09, 2020",1699
273,"Apr 08, 2020",1560
274,"Apr 07, 2020",1450
275,"Apr 06, 2020",1322
276,"Apr 05, 2020",1173
277,"Apr 04, 2020",1070
278,"Apr 03, 2020",985
279,"Apr 02, 2020",865
280,"Apr 01, 2020",779
281,"Mar 31, 2020",710
282,"Mar 30, 2020",656
283,"Mar 29, 2020",609
284,"Mar 28, 2020",576
285,"Mar 27, 2020",536
286,"Mar 26, 2020",495
287,"Mar 25, 2020",456
288,"Mar 24, 2020",402
289,"Mar 23, 2020",366
290,"Mar 22, 2020",327
291,"Mar 21, 2020",294
292,"Mar 20, 2020",285
293,"Mar 19, 2020",256
294,"Mar 18, 2020",196
295,"Mar 17, 2020",196
296,"Mar 16, 2020",150
297,"Mar 15, 2020",110
298,"Mar 14, 2020",109
299,"Mar 13, 2020",80
300,"Mar 12, 2020",67
301,"Mar 11, 2020",60
302,"Mar 10, 2020",59
303,"Mar 09, 2020",55
304,"Mar 08, 2020",49
305,"Mar 07, 2020",15
306,"Mar 06, 2020",15
307,"Mar 05, 2020",3
308,"Mar 04, 2020",2
309,"Mar 03, 2020",2
310,"Mar 02, 2020",2
311,"Mar 01, 2020",2
312,"Feb 29, 2020",1
313,"Feb 28, 2020",1
314,"Feb 27, 2020",1
315,"Feb 26, 2020",1
316,"Feb 25, 2020",1
317,"Feb 24, 2020",1
318,"Feb 23, 2020",1
319,"Feb 22, 2020",1
320,"Feb 21, 2020",1
321,"Feb 20, 2020",1
322,"Feb 19, 2020",1
323,"Feb 18, 2020",1
324,"Feb 17, 2020",1
325,"Feb 16, 2020",1
326,"Feb 15, 2020",1
327,"Feb 14, 2020",1
