,Month,Number of cases
233,"May 17, 2020",225435
234,"May 16, 2020",224760
235,"May 15, 2020",223885
236,"May 14, 2020",223096
237,"May 13, 2020",222104
238,"May 12, 2020",221216
239,"May 11, 2020",219814
240,"May 10, 2020",219070
241,"May 9, 2020",218268
242,"May 8, 2020",217185
243,"May 7, 2020",215858
244,"May 6, 2020",214457
245,"May 5, 2020",213031
246,"May 4, 2020",211938
247,"May 3, 2020",210717
248,"May 2, 2020",209328
249,"May 1, 2020",205463
250,"Apr 30, 2020",205463
251,"Apr 29, 2020",203591
252,"Apr 28, 2020",201505
253,"Apr 27, 2020",199414
254,"Apr 26, 2020",197675
255,"Apr 25, 2020",195351
256,"Apr 24, 2020",192994
257,"Apr 23, 2020",189973
258,"Apr 22, 2020",187327
259,"Apr 21, 2020",183957
260,"Apr 20, 2020",181228
261,"Apr 19, 2020",178972
262,"Apr 18, 2020",175925
263,"Apr 17, 2020",172434
264,"Apr 16, 2020",168941
265,"Apr 15, 2020",165155
266,"Apr 14, 2020",162488
267,"Apr 13, 2020",159516
268,"Apr 12, 2020",156363
269,"Apr 11, 2020",152271
270,"Apr 10, 2020",147577
271,"Apr 9, 2020",143626
272,"Apr 8, 2020",139422
273,"Apr 7, 2020",135586
274,"Apr 6, 2020",132547
275,"Apr 5, 2020",128948
276,"Apr 4, 2020",124632
277,"Apr 3, 2020",119827
278,"Apr 2, 2020",115242
279,"Apr 1, 2020",110574
280,"Mar 31, 2020",105792
281,"Mar 30, 2020",101739
282,"Mar 29, 2020",97689
283,"Mar 28, 2020",92472
284,"Mar 27, 2020",86498
285,"Mar 26, 2020",80539
286,"Mar 25, 2020",74386
287,"Mar 24, 2020",69176
288,"Mar 23, 2020",63927
289,"Mar 22, 2020",59138
290,"Mar 21, 2020",53578
291,"Mar 20, 2020",47021
292,"Mar 19, 2020",41035
293,"Mar 18, 2020",35713
294,"Mar 17, 2020",31506
295,"Mar 16, 2020",27980
296,"Mar 15, 2020",24747
297,"Mar 14, 2020",21157
298,"Mar 13, 2020",17660
299,"Mar 12, 2020",15113
300,"Mar 11, 2020",12462
301,"Mar 10, 2020",10149
302,"Mar 9, 2020",9172
303,"Mar 8, 2020",7375
304,"Mar 7, 2020",5883
305,"Mar 6, 2020",4636
306,"Mar 5, 2020",3858
307,"Mar 4, 2020",3089
308,"Mar 3, 2020",2502
309,"Mar 2, 2020",2036
310,"Mar 1, 2020",1701
311,"Feb 29, 2020",1128
312,"Feb 28, 2020",889
313,"Feb 27, 2020",655
314,"Feb 26, 2020",470
315,"Feb 25, 2020",323
316,"Feb 24, 2020",229
317,"Feb 23, 2020",157
318,"Feb 22, 2020",79
319,"Feb 21, 2020",21
320,"Feb 20, 2020",4
321,"Feb 19, 2020",3
322,"Feb 18, 2020",3
323,"Feb 17, 2020",3
324,"Feb 16, 2020",3
325,"Feb 15, 2020",3
