,Month,Number of new cases
140,"Aug 18, 2020",39
141,"Aug 17, 2020",27
142,"Aug 16, 2020",43
143,"Aug 15, 2020",13
144,"Aug 14, 2020",28
145,"Aug 13, 2020",22
146,"Aug 12, 2020",26
147,"Aug 11, 2020",25
148,"Aug 10, 2020",15
149,"Aug 9, 2020",35
150,"Aug 8, 2020",9
151,"Aug 7, 2020",17
152,"Aug 6, 2020",22
153,"Aug 5, 2020",28
154,"Aug 4, 2020",21
155,"Aug 3, 2020",35
156,"Aug 2, 2020",10
157,"Aug 1, 2020",14
158,"Jul 31, 2020",18
159,"Jul 30, 2020",8
160,"Jul 29, 2020",12
161,"Jul 28, 2020",8
162,"Jul 27, 2020",13
163,"Jul 26, 2020",8
164,"Jul 25, 2020",4
165,"Jul 24, 2020",10
166,"Jul 23, 2020",3
167,"Jul 22, 2020",11
168,"Jul 21, 2020",8
169,"Jul 20, 2020",12
170,"Jul 19, 2020",4
171,"Jul 18, 2020",7
172,"Jul 17, 2020",6
173,"Jul 16, 2020",10
174,"Jul 15, 2020",5
175,"Jul 14, 2020",5
176,"Jul 13, 2020",7
177,"Jul 12, 2020",4
178,"Jul 11, 2020",0
179,"Jul 10, 2020",7
180,"Jul 9, 2020",8
181,"Jul 8, 2020",9
182,"Jul 7, 2020",3
183,"Jul 6, 2020",6
184,"Jul 5, 2020",2
185,"Jul 4, 2020",2
186,"Jul 3, 2020",5
187,"Jul 2, 2020",7
188,"Jul 1, 2020",2
189,"Jun 30, 2020",10
190,"Jun 29, 2020",15
191,"Jun 28, 2020",7
192,"Jun 27, 2020",2
193,"Jun 26, 2020",2
194,"Jun 25, 2020",14
195,"Jun 24, 2020",15
196,"Jun 23, 2020",5
197,"Jun 22, 2020",5
198,"Jun 21, 2020",13
199,"Jun 20, 2020",2
200,"Jun 19, 2020",0
201,"Jun 18, 2020",8
202,"Jun 17, 2020",3
203,"Jun 16, 2020",8
204,"Jun 15, 2020",15
205,"Jun 14, 2020",3
206,"Jun 13, 2020",2
207,"Jun 12, 2020",13
208,"Jun 11, 2020",9
209,"Jun 10, 2020",7
210,"Jun 9, 2020",8
211,"Jun 8, 2020",9
212,"Jun 7, 2020",4
213,"Jun 6, 2020",12
214,"Jun 5, 2020",13
215,"Jun 4, 2020",10
216,"Jun 3, 2020",26
217,"Jun 2, 2020",14
218,"Jun 1, 2020",18
219,"May 31, 2020",11
220,"May 30, 2020",14
221,"May 29, 2020",43
222,"May 28, 2020",40
223,"May 27, 2020",27
224,"May 26, 2020",39
225,"May 25, 2020",51
226,"May 24, 2020",30
227,"May 23, 2020",15
228,"May 22, 2020",31
229,"May 21, 2020",23
230,"May 20, 2020",44
231,"May 19, 2020",49
232,"May 18, 2020",44
233,"May 17, 2020",21
234,"May 16, 2020",24
235,"May 15, 2020",55
236,"May 14, 2020",56
237,"May 13, 2020",73
238,"May 12, 2020",69
239,"May 11, 2020",94
240,"May 10, 2020",23
241,"May 9, 2020",44
242,"May 8, 2020",83
243,"May 7, 2020",102
244,"May 6, 2020",91
245,"May 5, 2020",128
246,"May 4, 2020",130
247,"May 3, 2020",58
248,"May 2, 2020",63
249,"May 1, 2020",49
250,"Apr 30, 2020",88
251,"Apr 29, 2020",109
252,"Apr 28, 2020",151
253,"Apr 27, 2020",133
254,"Apr 26, 2020",71
255,"Apr 25, 2020",76
256,"Apr 24, 2020",97
257,"Apr 23, 2020",108
258,"Apr 22, 2020",122
259,"Apr 21, 2020",111
260,"Apr 20, 2020",145
261,"Apr 19, 2020",63
262,"Apr 18, 2020",55
263,"Apr 17, 2020",124
264,"Apr 16, 2020",120
265,"Apr 15, 2020",126
266,"Apr 14, 2020",170
267,"Apr 13, 2020",115
268,"Apr 12, 2020",79
269,"Apr 11, 2020",75
270,"Apr 10, 2020",64
271,"Apr 9, 2020",146
272,"Apr 8, 2020",127
273,"Apr 7, 2020",197
274,"Apr 6, 2020",207
275,"Apr 5, 2020",106
276,"Apr 4, 2020",74
277,"Apr 3, 2020",198
278,"Apr 2, 2020",154
279,"Apr 1, 2020",145
280,"Mar 31, 2020",117
281,"Mar 30, 2020",116
282,"Mar 29, 2020",58
283,"Mar 28, 2020",74
284,"Mar 27, 2020",89
285,"Mar 26, 2020",104
286,"Mar 25, 2020",99
287,"Mar 24, 2020",98
288,"Mar 23, 2020",82
289,"Mar 22, 2020",77
290,"Mar 21, 2020",82
291,"Mar 20, 2020",81
292,"Mar 19, 2020",92
293,"Mar 18, 2020",86
294,"Mar 17, 2020",41
295,"Mar 16, 2020",45
296,"Mar 15, 2020",46
297,"Mar 14, 2020",26
298,"Mar 13, 2020",28
299,"Mar 12, 2020",57
300,"Mar 11, 2020",73
301,"Mar 10, 2020",54
302,"Mar 9, 2020",16
303,"Mar 8, 2020",9
304,"Mar 7, 2020",7
305,"Mar 6, 2020",6
306,"Mar 5, 2020",1
307,"Mar 4, 2020",5
308,"Mar 3, 2020",4
309,"Mar 2, 2020",-
310,"Mar 1, 2020",1
311,"Feb 29, 2020",1
312,"Feb 28, 2020",2
313,"Feb 27, 2020",1
314,"Feb 26, 2020",-
315,"Feb 25, 2020",1
316,"Feb 24, 2020",-
317,"Feb 23, 2020",-
318,"Feb 22, 2020",-
319,"Feb 21, 2020",-
320,"Feb 20, 2020",-
321,"Feb 19, 2020",-
322,"Feb 18, 2020",-
323,"Feb 17, 2020",-
324,"Feb 16, 2020",-
325,"Feb 15, 2020",-
326,"Feb 14, 2020",-
327,"Feb 13, 2020",-
328,"Feb 12, 2020",-
329,"Feb 11, 2020",-
330,"Feb 10, 2020",-
331,"Feb 9, 2020",-
332,"Feb 8, 2020",-
333,"Feb 7, 2020",-
334,"Feb 6, 2020",-
335,"Feb 5, 2020",-
336,"Feb 4, 2020",-
337,"Feb 3, 2020",-
338,"Feb 2, 2020",-
339,"Feb 1, 2020",-
340,"Jan 31, 2020",-
341,"Jan 30, 2020",-
342,"Jan 29, 2020",1
