,Month,Number of cases
92,"Oct 03, 2020",46803
93,"Oct 02, 2020",46694
94,"Oct 01, 2020",46656
95,"Sep 30, 2020",46626
96,"Sep 29, 2020",46482
97,"Sep 28, 2020",46444
98,Sep 27. 2020,46387
99,"Sep 26, 2020",46222
100,"Sep 25, 2020",46222
101,"Sep 24, 2020",46222
102,"Sep 23, 2020",46153
103,"Sep 22, 2020",46062
104,"Sep 21, 2020",46062
105,"Sep 20, 2020",46004
106,"Sep 19, 2020",45877
107,"Sep 18, 2020",45760
108,"Sep 17, 2020",45714
109,"Sep 16, 2020",45655
110,"Sep 15, 2020",45655
111,"Sep 14, 2020",45601
112,"Sep 13, 2020",45434
113,"Sep 12, 2020",45434
114,"Sep 11, 2020",45388
115,"Sep 10, 2020",45313
116,"Sep 9, 2020",45313
117,"Sep 8, 2020",45012
118,"Sep 7, 2020",44869
119,"Sep 6, 2020",44777
120,"Sep 5, 2020",44777
121,"Sep 4, 2020",44777
122,"Sep 3, 2020",44713
123,"Sep 2, 2020",44658
124,"Sep 1, 2020",44460
125,"Aug 31, 2020",44298
126,"Aug 30, 2020",44205
127,"Aug 29, 2020",44118
128,"Aug 28, 2020",43949
129,"Aug 27, 2020",43841
130,"Aug 26, 2020",43769
131,"Aug 25, 2020",43717
132,"Aug 24, 2020",43622
133,"Aug 23, 2020",43505
134,"Aug 22, 2020",43325
135,"Aug 21, 2020",43325
136,"Aug 20, 2020",43260
137,"Aug 19, 2020",43094
138,Aug 18 2020,42993
139,"Aug 17, 2020",42653
140,"Aug 16, 2020",42532
141,"Aug 15, 2020",42210
142,"Aug 14, 2020",41847
143,"Aug 13, 2020",41725
144,"Aug 12, 2020",41572
145,"Aug 11, 2020",41404
146,"Aug 10, 2020",41212
147,"Aug 9, 2020",41003
148,"Aug 8, 2020",40533
149,"Aug 7, 2020",40097
150,"Aug 6, 2020",39642
151,"Aug 5, 2020",39075
152,"Aug 4, 2020",37812
153,"Aug 3, 2020",37812
154,"Aug 2, 2020",37014
155,"Aug 1, 2020",37014
156,"Jul 31, 2020",35501
157,"Jul 30, 2020",35142
158,"Jul 29, 2020",35142
159,"Jul 28, 2020",34406
160,"Jul 27, 2020",33624
161,"Jul 26, 2020",32969
162,"Jul 25, 2020",31851
163,"Jul 24, 2020",31057
164,"Jul 23, 2020",29672
165,"Jul 22, 2020",29672
166,"Jul 21, 2020",28989
167,"Jul 20, 2020",28430
168,"Jul 19, 2020",27667
169,"Jul 18, 2020",27060
170,"Jul 17, 2020",26572
171,"Jul 16, 2020",26125
172,"Jul 15, 2020",25430
173,"Jul 14, 2020",24988
174,"Jul 13, 2020",24988
175,"Jul 12, 2020",24518
176,"Jul 11, 2020",24248
177,"Jul 10, 2020",23834
178,"Jul 09, 2020",23463
179,"Jul 08, 2020",22822
180,"Jul 07, 2020",21968
181,"Jul 06, 2020",21077
182,"Jul 05, 2020",20085
183,"Jul 04, 2020",19388
184,"Jul 03, 2020",19388
185,"Jul 02, 2020",18134
186,"Jul 01, 2020",18134
187,"Jun 30, 2020",17741
188,"Jun 29, 2020",17351
189,"Jun 28, 2020",16742
190,"Jun 27,2020",16431
191,"Jun 26, 2020",15834
192,"Jun 25, 2020",15473
193,"Jun 24, 2020",15013
194,"Jun 23, 2020",14568
195,"Jun 22, 2020",14154
196,"Jun 21, 2020",14154
197,"Jun 20, 2020",13717
198,"Jun 19, 2020",13203
199,"Jun 18, 2020",12929
200,"Jun 17, 2020",12590
201,"Jun 16, 2020",12193
202,"Jun 15, 2020",11964
203,"Jun 14, 2020",11964
204,"Jun 13, 2020",11118
205,"Jun 12, 2020",10856
206,"Jun 11, 2020",10358
207,"Jun 10, 2020",10201
208,"Jun 09, 2020",10201
209,"Jun 08, 2020",9910
210,"Jun 07, 2020",9638
211,"Jun 06, 2020",9462
212,"Jun 05, 2020",9168
213,"Jun 04, 2020",8885
214,"Jun 03, 2020",8548
215,"Jun 02, 2020",8297
216,"Jun 01, 2020",8070
217,"May 31, 2020",8070
218,"May 30, 2020",7768
219,"May 29, 2020",7616
220,"May 28, 2020",7303
221,"May 27, 2020",7303
222,"May 26, 2020",7117
223,"May 25, 2020",6808
224,"May 24, 2020",6683
225,"May 23, 2020",6617
226,"May 22, 2020",6486
227,"May 21, 2020",6269
228,"May 20, 2020",6269
229,"May 19, 2020",6096
230,"May 18, 2020",5735
231,"May 17, 2020",5735
232,"May 16, 2020",5735
233,"May 15, 2020",5638
234,"May 14, 2020",5530
235,"May 13, 2020",5408
236,"May 12, 2020",5127
237,"May 11, 2020",4700
238,"May 10, 2020",4263
239,"May 09, 2020",4263
240,"May 08, 2020",4012
241,"May 07, 2020",3091
242,"May 06, 2020",3091
243,"May 05, 2020",2719
244,"May 04, 2020",2719
245,"May 03, 2020",2169
246,"May 02, 2020",2169
247,"May 01, 2020",2074
248,"Apr 30, 2020",2074
249,"Apr 29, 2020",1671
250,"Apr 28, 2020",1671
251,"Apr 27, 2020",1550
252,"Apr 26, 2020",1550
253,"Apr 25, 2020",1279
254,"Apr 24, 2020",1279
255,"Apr 23, 2020",1154
256,"Apr 22, 2020",1154
257,"Apr 21, 2020",1042
258,"Apr 20, 2020",1042
259,"Apr 19, 2020",1042
260,"Apr 18, 2020",834
261,"Apr 17, 2020",641
262,"Apr 16, 2020",641
263,"Apr 15, 2020",636
264,"Apr 14, 2020",636
265,"Apr 13, 2020",566
266,"Apr 12, 2020",566
267,"Apr 11, 2020",408
268,"Apr 10, 2020",378
269,"Apr 09, 2020",378
270,"Apr 08, 2020",313
271,"Apr 07, 2020",287
272,"Apr 06, 2020",214
273,"Apr 05, 2020",214
274,"Apr 04, 2020",205
275,"Apr 03, 2020",205
276,"Apr 02, 2020",204
277,"Apr 01, 2020",195
278,"Mar 31, 2020",161
279,"Mar 30, 2020",152
280,"Mar 29, 2020",152
281,"Mar 28, 2020",141
282,"Mar 27, 2020",137
283,"Mar 26, 2020",132
284,"Mar 25, 2020",93
285,"Mar 24, 2020",53
286,"Mar 23, 2020",27
287,"Mar 22, 2020",23
288,"Mar 21, 2020",19
289,"Mar 20, 2020",16
290,"Mar 19, 2020",11
291,"Mar 18, 2020",7
292,"Mar 17, 2020",7
293,"Mar 16, 2020",6
294,"Mar 15, 2020",6
295,"Mar 14, 2020",3
