,Month,Number of new cases
234,May 14,426
235,May 13,159
236,May 12,107
237,May 11,139
238,May 10,236
239,May 9,219
240,May 8,156
241,May 7,137
242,May 6,265
243,May 5,211
244,May 4,266
245,May 3,330
246,May 2,343
247,May 1,221
248,Apr 30,359
249,Apr 29,376
250,Apr 28,229
251,Apr 27,386
252,Apr 26,701
253,Apr 25,377
254,Apr 24,577
255,Apr 23,936
256,Apr 22,631
257,Apr 21,388
258,Apr 20,401
259,Apr 19,445
260,Apr 18,630
261,Apr 17,597
262,Apr 16,629
263,Apr 15,657
264,Apr 14,548
265,Apr 13,527
266,Apr 12,430
267,Apr 11,553
268,Apr 10,480
269,Apr 9,500
270,Apr 8,365
271,Apr 7,345
272,Apr 6,370
273,Apr 5,390
274,Apr 4,331
275,Apr 3,424
276,Apr 2,402
277,Apr 1,212
278,Mar 31,325
279,Mar 30,295
280,Mar 29,200
281,Mar 28,294
282,Mar 27,302
283,Mar 26,255
284,Mar 25,235
285,Mar 24,204
286,Mar 23,219
287,Mar 22,121
288,Mar 21,102
289,Mar 20,126
290,Mar 19,191
291,Mar 18,74
292,Mar 17,69
293,Mar 16,54
294,Mar 15,40
295,Mar 14,39
296,Mar 13,20
297,Mar 12,27
298,Mar 11,9
299,Mar 10,10
300,Mar 9,3
301,Mar 8,2
302,Mar 7,1
303,Mar 6,5
304,Mar 5,7
305,Mar 4,4
306,Mar 3,1
307,Mar 2,-
308,Mar 1,-
309,Feb 29,1
