,Month,Number of cases
175,Jun 22,39392
176,Jun 21,39133
177,Jun 20,38841
178,Jun 19,38464
179,Jun 18,38089
180,Jun 17,37672
181,Jun 16,37336
182,Jun 15,37036
183,Jun 14,36690
184,Jun 13,36463
185,Jun 12,36180
186,Jun 11,35910
187,Jun 10,35600
188,Jun 9,35306
189,Jun 8,34885
190,Jun 7,34693
191,Jun 6,34351
192,Jun 5,33969
193,Jun 4,33592
194,Jun 3,33261
195,Jun 2,32895
196,Jun 1,32700
197,May 31,32500
198,May 30,32203
199,May 29,31946
200,May 28,31596
201,May 27,31292
202,May 26,31007
203,May 25,30788
204,May 24,30623
205,May 23,30471
206,May 22,30200
207,May 21,29912
208,May 20,29660
209,May 19,29432
210,May 18,29209
211,May 17,29036
212,May 16,28810
213,May 15,28583
214,May 14,28319
215,May 13,28132
216,May 12,27913
217,May 11,27689
218,May 10,27581
219,May 9,27406
220,May 8,27268
221,May 7,26715
222,May 6,26182
223,May 5,25702
224,May 4,25524
225,May 3,25282
226,May 2,25190
227,May 1,24987
228,Apr 30,24692
229,Apr 29,24324
230,Apr 28,24141
231,Apr 27,23846
232,Apr 26,23683
233,Apr 25,23271
234,Apr 24,22797
235,Apr 23,22353
236,Apr 22,21982
237,Apr 21,21379
238,Apr 20,20863
239,Apr 19,20206
240,Apr 18,19685
241,Apr 17,19022
242,Apr 16,18841
243,Apr 15,18091
244,Apr 14,17448
245,Apr 13,16934
246,Apr 12,16585
247,Apr 11,15987
248,Apr 10,15472
249,Apr 9,13956
250,Apr 8,13141
251,Apr 7,12442
252,Apr 6,11730
253,Apr 5,11278
254,Apr 4,10524
255,Apr 3,9886
256,Apr 2,9034
257,Apr 1,8251
258,Mar 31,7443
259,Mar 30,6408
260,Mar 29,5962
261,Mar 28,5170
262,Mar 27,4268
263,Mar 26,3544
264,Mar 25,2995
265,Mar 24,2362
266,Mar 23,2060
267,Mar 22,1600
268,Mar 21,1280
269,Mar 20,1020
270,Mar 19,785
271,Mar 18,642
272,Mar 17,448
273,Mar 16,331
274,Mar 15,245
275,Mar 14,169
276,Mar 13,112
277,Mar 12,78
278,Mar 11,59
279,Mar 10,41
280,Mar 9,39
281,Mar 8,30
282,Mar 7,21
283,Mar 6,13
284,Mar 5,9
285,Mar 4,6
286,Mar 3,4
287,Mar 2,2
