,Month,Number of cases
72,"Oct 26, 2020",891
73,"Oct 25, 2020",1622
74,"Oct 24, 2020",1834
75,"Oct 23, 2020",1897
76,"Oct 22, 2020",2156
77,"Oct 21, 2020",2055
78,"Oct 20, 2020",1050
79,"Oct 19, 2020",1461
80,"Oct 18, 2020",1662
81,"Oct 17, 2020",1928
82,"Oct 16, 2020",2019
83,"Oct 15, 2020",1770
84,"Oct 14, 2020",1877
85,"Oct 13, 2020",1178
86,"Oct 12, 2020",888
87,"Oct 11, 2020",1575
88,"Oct 10, 2020",2544
89,"Oct 9, 2020",1461
90,"Oct 8, 2020",1736
91,"Oct 7, 2020",1913
92,"Oct 6, 2020",1027
93,"Oct 5, 2020",926
94,"Oct 4, 2020",1573
95,"Oct 3, 2020",1883
96,"Oct 2, 2020",1749
97,"Oct 1, 2020",1745
98,"Sep 30, 2020",1767
99,"Sep 29, 2020",903
100,"Sep 28, 2020",903
101,"Sep 27, 2020",1268
102,"Sep 26, 2020",969
103,"Sep 25, 2020",1480
104,"Sep 24, 2020",1861
105,"Sep 23, 2020",1906
106,"Sep 22, 2020",1346
107,"Sep 21, 2020",725
108,"Sep 20, 2020",1555
109,"Sep 19, 2020",2029
110,"Sep 18, 2020",2055
111,"Sep 17, 2020",2128
112,"Sep 16, 2020",1923
113,"Sep 15, 2020",772
114,"Sep 14, 2020",956
115,"Sep 13, 2020",1579
116,"Sep 12, 2020",1816
117,"Sep 11, 2020",1960
118,"Sep 10, 2020",2007
119,"Sep 9, 2020",1999
120,"Sep 8, 2020",1079
121,"Sep 7, 2020",845
122,"Sep 6, 2020",1633
123,"Sep 5, 2020",1806
124,"Sep 4, 2020",2036
125,"Sep 3, 2020",2420
126,"Sep 2, 2020",2336
127,"Sep 1, 2020",1218
128,"Aug 31, 2020",1985
129,"Aug 30, 2020",2505
130,"Aug 29, 2020",2419
131,"Aug 28, 2020",1846
132,"Aug 27, 2020",2585
133,"Aug 26, 2020",2684
134,"Aug 25, 2020",1567
135,"Aug 24, 2020",1677
136,"Aug 23, 2020",2728
137,"Aug 22, 2020",3707
138,"Aug 21, 2020",3398
139,"Aug 20, 2020",3880
140,"Aug 19, 2020",3916
141,"Aug 18, 2020",2258
142,"Aug 17, 2020",2541
143,"Aug 16, 2020",3692
144,"Aug 15, 2020",4513
145,"Aug 14, 2020",6275
146,"Aug 13, 2020",3946
147,"Aug 12, 2020",2810
148,"Aug 11, 2020",2511
149,"Aug 10, 2020",3739
150,"Aug 9, 2020",6671
151,"Aug 8, 2020",7712
152,"Aug 7, 2020",7292
153,"Aug 6, 2020",8307
154,"Aug 5, 2020",8559
155,"Aug 4, 2020",4456
156,"Aug 3, 2020",5377
157,"Aug 2, 2020",8195
158,"Aug 1, 2020",10107
159,"Jul 31, 2020",11014
160,"Jul 30, 2020",11046
161,"Jul 29, 2020",11362
162,"Jul 28, 2020",7232
163,"Jul 27, 2020",7096
164,"Jul 26, 2020",11233
165,"Jul 25, 2020",12204
166,"Jul 24, 2020",13944
167,"Jul 23, 2020",13104
168,"Jul 22, 2020",13150
169,"Jul 21, 2020",8170
170,"Jul 20, 2020",9300
171,"Jul 19, 2020",13449
172,"Jul 18, 2020",13285
173,"Jul 17, 2020",13373
174,"Jul 16, 2020",13172
175,"Jul 15, 2020",12757
176,"Jul 14, 2020",10496
177,"Jul 13, 2020",11554
178,"Jul 12, 2020",12058
179,"Jul 11, 2020",13497
180,"Jul 10, 2020",12348
181,"Jul 09, 2020",13674
182,"Jul 08, 2020",8810
183,"Jul 07, 2020",10134
184,"Jul 06, 2020",8971
185,"Jul 05, 2020",8773
186,"Jul 04, 2020",10853
187,"Jul 03, 2020",9063
188,"Jul 02, 2020",8728
189,"Jul 01, 2020",8124
190,"Jun 30, 2020",6945
191,"Jun 29, 2020",6130
192,"Jun 28, 2020",6334
193,"Jun 27, 2020",7210
194,"Jun 26, 2020",6215
195,"Jun 25, 2020",6579
196,"Jun 24, 2020",5688
197,"Jun 23, 2020",4518
198,"Jun 22, 2020",4288
199,"Jun 21, 2020",4621
200,"Jun 20, 2020",4966
201,"Jun 19, 2020",3825
202,"Jun 18, 2020",3478
203,"Jun 17, 2020",4078
204,"Jun 16, 2020",2801
205,"Jun 15, 2020",3495
206,"Jun 14, 2020",4302
207,"Jun 13, 2020",3809
208,"Jun 12, 2020",3359
209,"Jun 11, 2020",3147
210,"Jun 10, 2020",2430
211,"Jun 09, 2020",2112
212,"Jun 08, 2020",2594
213,"Jun 07, 2020",2312
214,"Jun 06, 2020",2539
215,"Jun 05, 2020",2642
216,"Jun 04, 2020",3267
217,"Jun 03, 2020",1713
218,"Jun 02, 2020",1455
219,"Jun 01, 2020",1674
220,"May 31, 2020",1671
221,"May 30, 2020",1727
222,"May 29, 2020",1837
223,"May 28, 2020",1466
224,"May 27, 2020",1673
225,"May 26, 2020",649
226,"May 25, 2020",1032
227,"May 24, 2020",1240
228,"May 23, 2020",1218
229,"May 22, 2020",988
230,"May 21, 2020",1134
231,"May 20, 2020",803
232,"May 19, 2020",767
233,"May 18, 2020",918
234,"May 17, 2020",1200
235,"May 16, 2020",831
236,"May 15, 2020",785
237,"May 14, 2020",665
238,"May 13, 2020",724
239,"May 12, 2020",698
240,"May 11, 2020",637
241,"May 10, 2020",595
242,"May 09, 2020",525
243,"May 08, 2020",663
244,"May 07, 2020",424
245,"May 06, 2020",236
246,"May 05, 2020",352
247,"May 04, 2020",437
248,"May 03, 2020",447
249,"May 02, 2020",385
250,"May 01, 2020",304
251,"Apr 30, 2020",297
252,"Apr 29, 2020",354
253,"Apr 28, 2020",203
254,"Apr 27, 2020",247
255,"Apr 26, 2020",185
256,"Apr 25, 2020",141
257,"Apr 24, 2020",267
258,"Apr 23, 2020",318
259,"Apr 22, 2020",170
260,"Apr 21, 2020",165
261,"Apr 20, 2020",142
262,"Apr 19, 2020",124
263,"Apr 18, 2020",251
264,"Apr 17, 2020",178
265,"Apr 16, 2020",99
266,"Apr 15, 2020",91
267,"Apr 14, 2020",143
268,"Apr 13, 2020",99
269,"Apr 12, 2020",145
270,"Apr 11, 2020",25
271,"Apr 10, 2020",69
272,"Apr 09, 2020",89
273,"Apr 08, 2020",96
274,"Apr 07, 2020",63
275,"Apr 06, 2020",31
276,"Apr 05, 2020",70
277,"Apr 04, 2020",80
278,"Apr 03, 2020",43
279,"Apr 02, 2020",82
280,"Apr 01, 2020",27
281,"Mar 31, 2020",27
282,"Mar 30, 2020",46
283,"Mar 29, 2020",93
284,"Mar 28, 2020",17
285,"Mar 27, 2020",243
286,"Mar 26, 2020",218
287,"Mar 25, 2020",155
288,"Mar 24, 2020",152
289,"Mar 23, 2020",128
290,"Mar 22, 2020",34
291,"Mar 21, 2020",38
292,"Mar 20, 2020",52
293,"Mar 19, 2020",34
294,"Mar 18, 2020",54
295,"Mar 17, 2020",0
296,"Mar 16, 2020",11
297,"Mar 15, 2020",13
298,"Mar 14, 2020",14
299,"Mar 13, 2020",7
300,"Mar 12, 2020",4
301,"Mar 11, 2020",6
302,"Mar 10, 2020",4
303,"Mar 09, 2020",0
304,"Mar 08, 2020",2
305,"Mar 07, 2020",0
306,"Mar 06, 2020",0
307,"Mar 05, 2020",1
