,Month,Number of new cases
123,"Jul 29, 2020",37
124,"Jul 28, 2020",16
125,"Jul 27, 2020",24
126,"Jul 26, 2020",9
127,"Jul 25, 2020",6
128,"Jul 24, 2020",24
129,"Jul 23, 2020",6
130,"Jul 22, 2020",22
131,"Jul 21, 2020",6
132,"Jul 20, 2020",21
133,"Jul 19, 2020",3
134,"Jul 18, 2020",1
135,"Jul 17, 2020",12
136,"Jul 16, 2020",4
137,"Jul 15, 2020",6
138,"Jul 14, 2020",8
139,"Jul 13, 2020",19
140,"Jul 12, 2020",5
141,"Jul 11, 2020",4
142,"Jul 10, 2020",13
143,"Jul 09, 2020",8
144,"Jul 08, 2020",11
145,"Jul 07, 2020",10
146,"Jul 06, 2020",14
147,"Jul 05, 2020",1
148,"Jul 04, 2020",2
149,"Jul 03, 2020",10
150,"Jul 02, 2020",8
151,"Jul 01, 2020",8
152,"Jun 30, 2020",10
153,"Jun 29, 2020",26
154,"Jun 28, 2020",1
155,"Jun 27, 2020",10
156,"Jun 26, 2020",22
157,"Jun 25, 2020",17
158,"Jun 24, 2020",21
159,"Jun 23, 2020",13
160,"Jun 22, 2020",27
161,"Jun 21, 2020",4
162,"Jun 20, 2020",6
163,"Jun 19, 2020",18
164,"Jun 18, 2020",13
165,"Jun 17, 2020",15
166,"Jun 16, 2020",36
167,"Jun 15, 2020",18
168,"Jun 14, 2020",6
169,"Jun 13, 2020",7
170,"Jun 12, 2020",13
171,"Jun 11, 2020",11
172,"Jun 10, 2020",14
173,"Jun 09, 2020",13
174,"Jun 08, 2020",18
175,"Jun 07, 2020",9
176,"Jun 06, 2020",8
177,"Jun 05, 2020",30
178,"Jun 04, 2020",17
179,"Jun 03, 2020",12
180,"Jun 02, 2020",31
181,"Jun 01, 2020",7
182,"May 31, 2020",6
183,"May 30, 2020",0
184,"May 29, 2020",16
185,"May 28, 2020",16
186,"May 27, 2020",18
187,"May 26, 2020",12
188,"May 25, 2020",18
189,"May 24, 2020",6
190,"May 23, 2020",6
191,"May 22, 2020",26
192,"May 21, 2020",14
193,"May 20, 2020",19
194,"May 19, 2020",20
195,"May 18, 2020",17
196,"May 17, 2020",3
197,"May 16, 2020",13
198,"May 15, 2020",21
199,"May 14, 2020",23
200,"May 13, 2020",19
201,"May 12, 2020",19
202,"May 11, 2020",23
203,"May 10, 2020",12
204,"May 09, 2020",11
205,"May 08, 2020",41
206,"May 07, 2020",29
207,"May 06, 2020",39
208,"May 05, 2020",43
209,"May 04, 2020",45
210,"May 03, 2020",44
211,"May 02, 2020",23
212,"May 01, 2020",43
213,"Apr 30, 2020",39
214,"Apr 29, 2020",39
215,"Apr 28, 2020",50
216,"Apr 27, 2020",71
217,"Apr 26, 2020",37
218,"Apr 25, 2020",25
219,"Apr 24, 2020",54
220,"Apr 23, 2020",69
221,"Apr 22, 2020",77
222,"Apr 21, 2020",78
223,"Apr 20, 2020",84
224,"Apr 19, 2020",36
225,"Apr 18, 2020",49
226,"Apr 17, 2020",108
227,"Apr 16, 2020",80
228,"Apr 15, 2020",104
229,"Apr 14, 2020",122
230,"Apr 13, 2020",77
231,"Apr 12, 2020",76
232,"Apr 11, 2020",109
233,"Apr 10, 2020",68
234,"Apr 09, 2020",103
235,"Apr 08, 2020",106
236,"Apr 07, 2020",140
237,"Apr 06, 2020",158
238,"Apr 05, 2020",72
239,"Apr 04, 2020",88
240,"Apr 03, 2020",164
241,"Apr 02, 2020",198
242,"Apr 01, 2020",198
243,"Mar 31, 2020",208
244,"Mar 30, 2020",264
245,"Mar 29, 2020",106
246,"Mar 28, 2020",166
247,"Mar 27, 2020",262
248,"Mar 26, 2020",297
249,"Mar 25, 2020",292
250,"Mar 24, 2020",313
251,"Mar 23, 2020",297
252,"Mar 22, 2020",148
253,"Mar 21, 2020",174
254,"Mar 20, 2020",308
255,"Mar 19, 2020",239
256,"Mar 18, 2020",213
257,"Mar 17, 2020",176
258,"Mar 16, 2020",180
259,"Mar 15, 2020",99
260,"Mar 14, 2020",100
261,"Mar 13, 2020",147
262,"Mar 12, 2020",206
263,"Mar 11, 2020",175
264,"Mar 10, 2020",241
265,"Mar 09, 2020",247
266,"Mar 08, 2020",65
267,"Mar 07, 2020",20
268,"Mar 06, 2020",24
269,"Mar 05, 2020",33
270,"Mar 04, 2020",33
271,"Mar 03, 2020",31
272,"Mar 02, 2020",12
273,"Mar 01, 2020",10
274,"Feb 29, 2020",6
275,"Feb 28, 2020",9
276,"Feb 27, 2020",2
277,"Feb 26, 2020",3
278,"Feb 25, 2020",0
279,"Feb 24, 2020",0
280,"Feb 23, 2020",0
281,"Feb 22, 2020",0
282,"Feb 21, 2020",1
