,Month,Number of new cases
148,"Jul 22, 2020",35
149,"Jul 21, 2020",37
150,"Jul 20, 2020",32
151,"Jul 19, 2020",28
152,"Jul 18, 2020",43
153,"Jul 17, 2020",32
154,"Jul 16, 2020",52
155,"Jul 15, 2020",42
156,"Jul 14, 2020",34
157,"Jul 13, 2020",33
158,"Jul 12, 2020",22
159,"Jul 11, 2020",24
160,"Jul 10, 2020",34
161,"Jul 09, 2020",41
162,"Jul 08, 2020",26
163,"Jul 07, 2020",13
164,"Jul 06, 2020",9
165,"Jul 05, 2020",11
166,"Jul 04, 2020",13
167,"Jul 03, 2020",19
168,"Jul 02, 2020",15
169,"Jul 01, 2020",12
170,"Jun 30, 2020",24
171,"Jun 29, 2020",30
172,"Jun 28, 2020",11
173,"Jun 27, 2020",19
174,"Jun 26, 2020",23
175,"Jun 25, 2020",32
176,"Jun 24, 2020",45
177,"Jun 23, 2020",19
178,"Jun 22, 2020",46
179,"Jun 21, 2020",33
180,"Jun 20, 2020",38
181,"Jun 19, 2020",44
182,"Jun 18, 2020",46
183,"Jun 17, 2020",76
184,"Jun 16, 2020",46
185,"Jun 15, 2020",40
186,"Jun 14, 2020",22
187,"Jun 13, 2020",27
188,"Jun 12, 2020",60
189,"Jun 11, 2020",48
190,"Jun 10, 2020",40
191,"Jun 09, 2020",28
192,"Jun 08, 2020",46
193,"Jun 07, 2020",14
194,"Jun 06, 2020",15
195,"Jun 05, 2020",35
196,"Jun 04, 2020",42
197,"Jun 03, 2020",54
198,"Jun 02, 2020",56
199,"Jun 01, 2020",36
200,"May 31, 2020",22
201,"May 30, 2020",33
202,"May 29, 2020",46
203,"May 28, 2020",39
204,"May 27, 2020",52
205,"May 26, 2020",63
206,"May 25, 2020",52
207,"May 24, 2020",36
208,"May 23, 2020",36
209,"May 22, 2020",73
210,"May 21, 2020",31
211,"May 20, 2020",72
212,"May 19, 2020",65
213,"May 18, 2020",81
214,"May 17, 2020",50
215,"May 16, 2020",35
216,"May 15, 2020",91
217,"May 14, 2020",64
218,"May 13, 2020",71
219,"May 12, 2020",58
220,"May 11, 2020",79
221,"May 10, 2020",60
222,"May 09, 2020",65
223,"May 08, 2020",69
224,"May 07, 2020",124
225,"May 06, 2020",107
226,"May 05, 2020",123
227,"May 04, 2020",123
228,"May 03, 2020",78
229,"May 02, 2020",117
230,"May 01, 2020",153
231,"Apr 30, 2020",150
232,"Apr 29, 2020",140
233,"Apr 28, 2020",136
234,"Apr 27, 2020",219
235,"Apr 26, 2020",122
236,"Apr 25, 2020",136
237,"Apr 24, 2020",165
238,"Apr 23, 2020",232
239,"Apr 22, 2020",229
240,"Apr 21, 2020",202
241,"Apr 20, 2020",215
242,"Apr 19, 2020",114
243,"Apr 18, 2020",106
244,"Apr 17, 2020",168
245,"Apr 16, 2020",178
246,"Apr 15, 2020",199
247,"Apr 14, 2020",258
248,"Apr 13, 2020",156
249,"Apr 12, 2020",157
250,"Apr 11, 2020",140
251,"Apr 10, 2020",142
252,"Apr 09, 2020",140
253,"Apr 08, 2020",301
254,"Apr 07, 2020",347
255,"Apr 06, 2020",424
256,"Apr 05, 2020",158
257,"Apr 04, 2020",312
258,"Apr 03, 2020",473
259,"Apr 02, 2020",382
260,"Apr 01, 2020",282
261,"Mar 31, 2020",255
262,"Mar 30, 2020",313
263,"Mar 29, 2020",128
264,"Mar 28, 2020",200
265,"Mar 27, 2020",217
266,"Mar 26, 2020",171
267,"Mar 25, 2020",151
268,"Mar 24, 2020",139
269,"Mar 23, 2020",132
270,"Mar 22, 2020",62
271,"Mar 21, 2020",48
272,"Mar 20, 2020",103
273,"Mar 19, 2020",107
274,"Mar 18, 2020",83
275,"Mar 17, 2020",76
276,"Mar 16, 2020",74
277,"Mar 15, 2020",45
278,"Mar 14, 2020",37
279,"Mar 13, 2020",33
280,"Mar 12, 2020",44
281,"Mar 11, 2020",207
282,"Mar 10, 2020",256
283,"Mar 09, 2020",210
284,"Mar 08, 2020",48
285,"Mar 07, 2020",9
286,"Mar 06, 2020",2
287,"Mar 05, 2020",10
288,"Mar 04, 2020",3
289,Jan 27 to Mar 3,13
