,Month,Number of cases
84,"Oct 15, 2020",34790
85,"Oct 14, 2020",34790
86,"Oct 13, 2020",32556
87,"Oct 12, 2020",32556
88,"Oct 11, 2020",32556
89,"Oct 10, 2020",31259
90,"Oct 9, 2020",26899
91,"Oct 8, 2020",26899
92,"Oct 7, 2020",24542
93,"Oct 6, 2020",22230
94,"Oct 5, 2020",22230
95,"Oct 4, 2020",22230
96,"Oct 3, 2020",20944
97,"Oct 2, 2020",19721
98,"Oct 1, 2020",18413
99,"Sep 30, 2020",18413
100,"Sep 29, 2020",17405
101,"Sep 28, 2020",16114
102,"Sep 27, 2020",16114
103,"Sep 26, 2020",14392
104,"Sep 25, 2020",14392
105,"Sep 24, 2020",13305
106,"Sep 23, 2020",12479
107,"Sep 22, 2020",11260
108,"Sep 21, 2020",11260
109,"Sep 20, 2020",10732
110,"Sep 19, 2020",9110
111,"Sep 18, 2020",8570
112,"Sep 17, 2020",8570
113,"Sep 16, 2020",8100
114,"Sep 15, 2020",7623
115,"Sep 14, 2020",7382
116,"Sep 13, 2020",6635
117,"Sep 12, 2020",6635
118,"Sep 11, 2020",6259
119,"Sep 10, 2020",5882
120,"Sep 9, 2020",5417
121,"Sep 8, 2020",5417
122,"Sep 7, 2020",5124
123,"Sep 6, 2020",5041
124,"Sep 5, 2020",4776
125,"Sep 4, 2020",4542
126,"Sep 3, 2020",4394
127,"Sep 2, 2020",4196
128,"Sep 1, 2020",3963
129,"Aug 31, 2020",3803
130,"Aug 30, 2020",3685
131,"Aug 29, 2020",3572
132,"Aug 28, 2020",3461
133,"Aug 27, 2020",3323
134,"Aug 26, 2020",3206
135,"Aug 25, 2020",3069
136,"Aug 24, 2020",2893
137,"Aug 23, 2020",2818
138,"Aug 22, 2020",2738
139,"Aug 21, 2020",2607
140,"Aug 20, 2020",2543
141,"Aug 19, 2020",2427
142,"Aug 18, 2020",2314
143,"Aug 17, 2020",2185
144,"Aug 16, 2020",2107
145,"Aug 15, 2020",2023
146,"Aug 14, 2020",1903
147,"Aug 13, 2020",1847
148,"Aug 12, 2020",1780
149,"Aug 11, 2020",1738
150,"Aug 10, 2020",1717
151,"Aug 9, 2020",1697
152,"Aug 8, 2020",1678
153,"Aug 7, 2020",1656
154,"Aug 6, 2020",1642
155,"Aug 5, 2020",1601
156,"Aug 4, 2020",1584
157,"Aug 3, 2020",1565
158,"Aug 2, 2020",1561
159,"Aug 1, 2020",1552
160,"Jul 31, 2020",1535
161,"Jul 30, 2020",1514
162,"Jul 29, 2020",1488
163,"Jul 28, 2020",1468
164,"Jul 27, 2020",1455
165,"Jul 26, 2020",1452
166,"Jul 25, 2020",1443
167,"Jul 24, 2020",1425
168,"Jul 23, 2020",1406
169,"Jul 22, 2020",1394
170,"Jul 21, 2020",1389
171,"Jul 20, 2020",1381
172,"Jul 19, 2020",1374
173,"Jul 18, 2020",1348
174,"Jul 17, 2020",1336
175,"Jul 16, 2020",1327
176,"Jul 15, 2020",1319
177,"Jul 14, 2020",1306
178,"Jul 13, 2020",1302
179,"Jul 12, 2020",1263
180,"Jul 11, 2020",1245
181,"Jul 10, 2020",1240
182,"Jul 09, 2020",1231
183,"Jul 08, 2020",1221
184,"Jul 07, 2020",1205
185,"Jul 06, 2020",1199
186,"Jul 05, 2020",1188
187,"Jul 04, 2020",1186
188,"Jul 03, 2020",1181
189,"Jul 02, 2020",1178
190,"Jul 01, 2020",1175
191,"Jun 30, 2020",1174
192,"Jun 29, 2020",1172
193,"Jun 28, 2020",1169
194,"Jun 27,2020",1168
195,"Jun 26, 2020",1164
196,"Jun 25, 2020",1162
197,"Jun 24, 2020",1160
198,"Jun 23, 2020",1159
199,"Jun 22, 2020",1159
200,"Jun 21, 2020",1157
201,"Jun 20, 2020",1156
202,"Jun 19, 2020",1146
203,"Jun 18, 2020",1132
204,"Jun 17, 2020",1128
205,"Jun 16, 2020",1125
206,"Jun 15, 2020",1110
207,"Jun 14, 2020",1096
208,"Jun 13, 2020",1094
209,"Jun 12, 2020",1093
210,"Jun 11, 2020",1087
211,"Jun 10, 2020",1087
212,"Jun 09, 2020",1087
213,"Jun 08, 2020",1087
214,"Jun 07, 2020",1087
215,"Jun 06, 2020",1087
216,"Jun 05, 2020",1087
217,"Jun 04, 2020",1087
218,"Jun 03, 2020",1087
219,"Jun 02, 2020",1085
220,"Jun 01, 2020",1084
221,"May 31, 2020",1077
222,"May 30, 2020",1076
223,"May 29, 2020",1071
224,"May 28, 2020",1068
225,"May 27, 2020",1051
226,"May 26, 2020",1051
227,"May 25, 2020",1051
228,"May 24, 2020",1051
229,"May 23, 2020",1048
230,"May 22, 2020",1048
231,"May 21, 2020",1046
232,"May 20, 2020",1045
233,"May 19, 2020",1044
234,"May 18, 2020",1043
235,"May 17, 2020",1037
236,"May 16, 2020",1037
237,"May 15, 2020",1035
238,"May 14, 2020",1032
239,"May 13, 2020",1032
240,"May 12, 2020",1032
241,"May 11, 2020",1032
242,"May 10, 2020",1032
243,"May 09, 2020",1032
244,"May 08, 2020",1030
245,"May 07, 2020",1026
246,"May 06, 2020",1025
247,"May 05, 2020",1022
248,"May 04, 2020",1018
249,"May 03, 2020",1013
250,"May 02, 2020",1009
251,"May 01, 2020",998
252,"Apr 30, 2020",994
253,"Apr 29, 2020",980
254,"Apr 28, 2020",975
255,"Apr 27, 2020",967
256,"Apr 26, 2020",949
257,"Apr 25, 2020",939
258,"Apr 24, 2020",922
259,"Apr 23, 2020",918
260,"Apr 22, 2020",909
261,"Apr 21, 2020",901
262,"Apr 20, 2020",884
263,"Apr 19, 2020",879
264,"Apr 18, 2020",864
265,"Apr 17, 2020",864
266,"Apr 16, 2020",822
267,"Apr 15, 2020",780
268,"Apr 14, 2020",747
269,"Apr 13, 2020",726
270,"Apr 12, 2020",707
271,"Apr 11, 2020",685
272,"Apr 10, 2020",671
273,"Apr 09, 2020",643
274,"Apr 08, 2020",628
275,"Apr 07, 2020",623
276,"Apr 06, 2020",596
277,"Apr 05, 2020",574
278,"Apr 04, 2020",553
279,"Apr 03, 2020",495
280,"Apr 02, 2020",455
281,"Apr 01, 2020",423
282,"Mar 31, 2020",394
283,"Mar 30, 2020",312
284,"Mar 29, 2020",312
285,"Mar 28, 2020",278
286,"Mar 27, 2020",227
287,"Mar 26, 2020",197
288,"Mar 25, 2020",173
289,"Mar 24, 2020",114
290,"Mar 23, 2020",89
291,"Mar 22, 2020",75
292,"Mar 21, 2020",60
293,"Mar 20, 2020",54
294,"Mar 19, 2020",39
295,"Mar 18, 2020",29
296,"Mar 17, 2020",24
297,"Mar 16, 2020",20
298,"Mar 15, 2020",18
299,"Mar 14, 2020",18
300,"Mar 13, 2020",16
301,"Mar 12, 2020",7
302,"Mar 11, 2020",7
303,"Mar 10, 2020",5
304,"Mar 09, 2020",2
305,"Mar 08, 2020",2
306,"Mar 03, 2020",1
