,Month,Number of cases
76,"Sep 11, 2020",12038
77,"Sep 10, 2020",11906
78,"Sep 9, 2020",11782
79,"Sep 8, 2020",11669
80,"Sep 7, 2020",11537
81,"Sep 6, 2020",11477
82,"Sep 5, 2020",11404
83,"Sep 4, 2020",11285
84,"Sep 3, 2020",11159
85,"Sep 2, 2020",11058
86,"Sep 1, 2020",10943
87,"Aug 31, 2020",10795
88,"Aug 30, 2020",10744
89,"Aug 29, 2020",10703
90,"Aug 28, 2020",10619
91,"Aug 27, 2020",10568
92,"Aug 26, 2020",10528
93,"Aug 25, 2020",10486
94,"Aug 24, 2020",10419
95,"Aug 23, 2020",10400
96,"Aug 22, 2020",10355
97,"Aug 21, 2020",10302
98,"Aug 20, 2020",10252
99,"Aug 19, 2020",10192
100,"Aug 18, 2020",10135
101,"Aug 17, 2020",10061
102,"Aug 16, 2020",10034
103,"Aug 15, 2020",9991
104,"Aug 14, 2020",9915
105,"Aug 13, 2020",9861
106,"Aug 12, 2020",9798
107,"Aug 11, 2020",9756
108,"Aug 10, 2020",9693
109,"Aug 9, 2020",9659
110,"Aug 8, 2020",9624
111,"Aug 7, 2020",9545
112,"Aug 6, 2020",9467
113,"Aug 5, 2020",9401
114,"Aug 4, 2020",9361
115,"Aug 3, 2020",9323
116,"Aug 2, 2020",9310
117,"Aug 1, 2020",9297
118,"Jul 31, 2020",9225
119,"Jul 30, 2020",9202
120,"Jul 29, 2020",9165
121,"Jul 28, 2020",9149
122,"Jul 27, 2020",9125
123,"Jul 26, 2020",9116
124,"Jul 25, 2020",9110
125,"Jul 24, 2020",9086
126,"Jul 23, 2020",9080
127,"Jul 22, 2020",9058
128,"Jul 21, 2020",9052
129,"Jul 20, 2020",9031
130,"Jul 19, 2020",9028
131,"Jul 18, 2020",9027
132,"Jul 17, 2020",9015
133,"Jul 16, 2020",9011
134,"Jul 15, 2020",9005
135,"Jul 14, 2020",8997
136,"Jul 13, 2020",8978
137,"Jul 12, 2020",8973
138,"Jul 11, 2020",8969
139,"Jul 10, 2020",8956
140,"Jul 09, 2020",8948
141,"Jul 08, 2020",8937
142,"Jul 07, 2020",8927
143,"Jul 06, 2020",8913
144,"Jul 05, 2020",8912
145,"Jul 04, 2020",8910
146,"Jul 03, 2020",8900
147,"Jul 02, 2020",8892
148,"Jul 01, 2020",8884
149,"Jun 30, 2020",8874
150,"Jun 29, 2020",8848
151,"Jun 28, 2020",8847
152,"Jun 27, 2020",8837
153,"Jun 26, 2020",8815
154,"Jun 25, 2020",8798
155,"Jun 24, 2020",8777
156,"Jun 23, 2020",8764
157,"Jun 22, 2020",8737
158,"Jun 21, 2020",8733
159,"Jun 20, 2020",8727
160,"Jun 19, 2020",8709
161,"Jun 18, 2020",8696
162,"Jun 17, 2020",8681
163,"Jun 16, 2020",8645
164,"Jun 15, 2020",8627
165,"Jun 14, 2020",8621
166,"Jun 13, 2020",8614
167,"Jun 12, 2020",8601
168,"Jun 11, 2020",8590
169,"Jun 10, 2020",8576
170,"Jun 09, 2020",8563
171,"Jun 08, 2020",8545
172,"Jun 07, 2020",8536
173,"Jun 06, 2020",8528
174,"Jun 05, 2020",8498
175,"Jun 04, 2020",8481
176,"Jun 03, 2020",8469
177,"Jun 02, 2020",8438
178,"Jun 01, 2020",8431
179,"May 31, 2020",8425
180,"May 30, 2020",8425
181,"May 29, 2020",8409
182,"May 28, 2020",8393
183,"May 27, 2020",8375
184,"May 26, 2020",8363
185,"May 25, 2020",8345
186,"May 24, 2020",8339
187,"May 23, 2020",8333
188,"May 22, 2020",8307
189,"May 21, 2020",8293
190,"May 20, 2020",8274
191,"May 19, 2020",8254
192,"May 18, 2020",8237
193,"May 17, 2020",8234
194,"May 16, 2020",8221
195,"May 15, 2020",8200
196,"May 14, 2020",8177
197,"May 13, 2020",8158
198,"May 12, 2020",8139
199,"May 11, 2020",8116
200,"May 10, 2020",8104
201,"May 09, 2020",8093
202,"May 08, 2020",8052
203,"May 07, 2020",8023
204,"May 06, 2020",7984
205,"May 05, 2020",7941
206,"May 04, 2020",7896
207,"May 03, 2020",7852
208,"May 02, 2020",7829
209,"May 01, 2020",7786
210,"Apr 30, 2020",7747
211,"Apr 29, 2020",7708
212,"Apr 28, 2020",7658
213,"Apr 27, 2020",7587
214,"Apr 26, 2020",7550
215,"Apr 25, 2020",7525
216,"Apr 24, 2020",7471
217,"Apr 23, 2020",7402
218,"Apr 22, 2020",7325
219,"Apr 21, 2020",7247
220,"Apr 20, 2020",7163
221,"Apr 19, 2020",7127
222,"Apr 18, 2020",7078
223,"Apr 17, 2020",6970
224,"Apr 16, 2020",6890
225,"Apr 15, 2020",6786
226,"Apr 14, 2020",6664
227,"Apr 13, 2020",6587
228,"Apr 12, 2020",6511
229,"Apr 11, 2020",6402
230,"Apr 10, 2020",6334
231,"Apr 09, 2020",6231
232,"Apr 08, 2020",6125
233,"Apr 07, 2020",5985
234,"Apr 06, 2020",5827
235,"Apr 05, 2020",5755
236,"Apr 04, 2020",5667
237,"Apr 03, 2020",5503
238,"Apr 02, 2020",5305
239,"Apr 01, 2020",5107
240,"Mar 31, 2020",4899
241,"Mar 30, 2020",4635
242,"Mar 29, 2020",4529
243,"Mar 28, 2020",4363
244,"Mar 27, 2020",4101
245,"Mar 26, 2020",3804
246,"Mar 25, 2020",3512
247,"Mar 24, 2020",3199
248,"Mar 23, 2020",2902
249,"Mar 22, 2020",2754
250,"Mar 21, 2020",2580
251,"Mar 20, 2020",2272
252,"Mar 19, 2020",2033
253,"Mar 18, 2020",1820
254,"Mar 17, 2020",1644
255,"Mar 16, 2020",1464
256,"Mar 15, 2020",1365
257,"Mar 14, 2020",1265
258,"Mar 13, 2020",1118
259,"Mar 12, 2020",912
260,"Mar 11, 2020",737
261,"Mar 10, 2020",496
262,"Mar 09, 2020",249
263,"Mar 08, 2020",184
264,"Mar 07, 2020",164
265,"Mar 06, 2020",140
266,"Mar 05, 2020",107
267,"Mar 04, 2020",74
268,"Mar 03, 2020",43
269,"Mar 02, 2020",31
270,"Mar 01, 2020",21
271,"Feb 29, 2020",15
272,"Feb 28, 2020",6
273,"Feb 27, 2020",4
274,"Feb 26, 2020",1
275,"Feb 25, 2020",1
276,"Feb 23, 2020",1
277,"Feb 22, 2020",1
278,"Feb 21, 2020",1
