,Month,Number of cases
129,"Aug 9, 2020",79293
130,"Aug 8, 2020",79220
131,"Aug 7, 2020",78960
132,"Aug 6, 2020",78580
133,"Aug 5, 2020",78202
134,"Aug 4, 2020",77777
135,"Aug 3, 2020",77444
136,"Aug 2, 2020",77279
137,"Aug 1, 2020",77241
138,"Jul 31, 2020",76938
139,"Jul 30, 2020",76680
140,"Jul 29, 2020",76378
141,"Jul 28, 2020",76077
142,"Jul 27, 2020",75794
143,"Jul 26, 2020",75723
144,"Jul 25, 2020",75681
145,"Jul 24, 2020",75543
146,"Jul 23, 2020",75281
147,"Jul 22, 2020",75061
148,"Jul 21, 2020",74764
149,"Jul 20, 2020",74538
150,"Jul 19, 2020",74407
151,"Jul 18, 2020",74297
152,"Jul 17, 2020",74106
153,"Jul 16, 2020",73822
154,"Jul 15, 2020",73554
155,"Jul 14, 2020",73267
156,"Jul 13, 2020",72955
157,"Jul 12, 2020",72785
158,"Jul 11, 2020",72679
159,"Jul 10, 2020",72371
160,"Jul 09, 2020",72002
161,"Jul 08, 2020",71668
162,"Jul 07, 2020",71135
163,"Jul 06, 2020",70857
164,"Jul 05, 2020",70606
165,"Jul 04, 2020",70291
166,"Jul 03, 2020",69927
167,"Jul 02, 2020",69233
168,"Jul 01, 2020",68546
169,"Jun 30, 2020",67862
170,"Jun 29, 2020",67058
171,"Jun 28, 2020",66331
172,"Jun 27, 2020",65916
173,"Jun 26, 2020",65161
174,"Jun 25, 2020",63957
175,"Jun 24, 2020",62678
176,"Jun 23, 2020",60980
177,"Jun 22, 2020",59671
178,"Jun 21, 2020",58871
179,"Jun 20, 2020",58550
180,"Jun 19, 2020",57852
181,"Jun 18, 2020",56643
182,"Jun 17, 2020",55149
183,"Jun 16, 2020",53692
184,"Jun 15, 2020",52483
185,"Jun 14, 2020",51798
186,"Jun 13, 2020",51380
187,"Jun 12, 2020",50348
188,"Jun 11, 2020",49019
189,"Jun 10, 2020",47726
190,"Jun 09, 2020",46289
191,"Jun 08, 2020",45353
192,"Jun 07, 2020",44676
193,"Jun 06, 2020",44214
194,"Jun 05, 2020",43434
195,"Jun 04, 2020",42288
196,"Jun 03, 2020",41249
197,"Jun 02, 2020",40203
198,"Jun 01, 2020",39303
199,"May 31, 2020",38655
200,"May 30, 2020",38390
201,"May 29, 2020",37958
202,"May 28, 2020",37185
203,"May 27, 2020",36411
204,"May 26, 2020",35611
205,"May 25, 2020",34865
206,"May 24, 2020",34374
207,"May 23, 2020",34164
208,"May 22, 2020",33761
209,"May 21, 2020",33229
210,"May 20, 2020",32619
211,"May 19, 2020",31811
212,"May 18, 2020",31145
213,"May 17, 2020",30715
214,"May 16, 2020",30456
215,"May 15, 2020",30098
216,"May 14, 2020",29410
217,"May 13, 2020",28753
218,"May 12, 2020",28055
219,"May 11, 2020",27301
220,"May 10, 2020",26846
221,"May 09, 2020",26567
222,"May 08, 2020",26058
223,"May 07, 2020",25358
224,"May 06, 2020",24574
225,"May 05, 2020",23829
226,"May 04, 2020",23172
227,"May 03, 2020",22695
228,"May 02, 2020",22434
229,"May 01, 2020",22135
230,"Apr 30, 2020",21603
231,"Apr 29, 2020",20968
232,"Apr 28, 2020",20169
233,"Apr 27, 2020",19427
234,"Apr 26, 2020",18864
235,"Apr 25, 2020",18564
236,"Apr 24, 2020",18091
237,"Apr 23, 2020",17311
238,"Apr 22, 2020",16553
239,"Apr 21, 2020",15831
240,"Apr 20, 2020",15124
241,"Apr 19, 2020",14663
242,"Apr 18, 2020",14275
243,"Apr 17, 2020",13743
244,"Apr 16, 2020",13055
245,"Apr 15, 2020",12432
246,"Apr 14, 2020",11828
247,"Apr 13, 2020",11349
248,"Apr 12, 2020",10912
249,"Apr 11, 2020",10448
250,"Apr 10, 2020",10053
251,"Apr 09, 2020",9599
252,"Apr 08, 2020",8954
253,"Apr 07, 2020",8300
254,"Apr 06, 2020",7562
255,"Apr 05, 2020",7173
256,"Apr 04, 2020",6833
257,"Apr 03, 2020",6476
258,"Apr 02, 2020",5875
259,"Apr 01, 2020",5321
260,"Mar 31, 2020",4835
261,"Mar 30, 2020",4360
262,"Mar 29, 2020",3944
263,"Mar 28, 2020",3664
264,"Mar 27, 2020",3364
265,"Mar 26, 2020",2999
266,"Mar 25, 2020",2713
267,"Mar 24, 2020",2399
268,"Mar 23, 2020",2169
269,"Mar 22, 2020",1987
270,"Mar 21, 2020",1869
271,"Mar 20, 2020",1733
272,"Mar 19, 2020",1553
273,"Mar 18, 2020",1410
274,"Mar 17, 2020",1265
275,"Mar 16, 2020",1146
276,"Mar 15, 2020",1063
277,"Mar 14, 2020",994
278,"Mar 13, 2020",923
279,"Mar 12, 2020",771
280,"Mar 11, 2020",620
281,"Mar 10, 2020",424
282,"Mar 09, 2020",326
283,"Mar 08, 2020",225
284,"Mar 07, 2020",179
285,"Mar 06, 2020",146
286,"Mar 05, 2020",87
287,"Mar 04, 2020",62
288,"Mar 03, 2020",32
289,"Mar 02, 2020",19
290,"Mar 01, 2020",14
291,"Feb 29, 2020",14
292,"Feb 28, 2020",11
293,"Feb 27, 2020",3
294,"Feb 26, 2020",2
295,"Feb 25, 2020",1
296,"Feb 24, 2020",1
297,"Feb 23, 2020",1
298,"Feb 22, 2020",1
299,"Feb 21, 2020",1
300,"Feb 20, 2020",1
301,"Feb 19, 2020",1
302,"Feb 18, 2020",1
303,"Feb 17, 2020",1
304,"Feb 16, 2020",1
305,"Feb 15, 2020",1
306,"Feb 14, 2020",1
307,"Feb 13, 2020",1
308,"Feb 12, 2020",1
309,"Feb 11, 2020",1
310,"Feb 10, 2020",1
311,"Feb 09, 2020",1
312,"Feb 08, 2020",1
313,"Feb 07, 2020",1
314,"Feb 06, 2020",1
315,"Feb 05, 2020",1
316,"Feb 04, 2020",1
